TotInstall,Latitude,Longitude
1,42.009132,-87.672749
1,41.903218,-87.67053
1,41.858264,-87.666101
2,41.858264,-87.666101
1,41.871429,-87.669891
1,41.8959,-87.670397
1,41.912834,-87.677339
1,41.912778,-87.697248
1,41.912881,-87.677341
1,41.912883,-87.667888
1,41.912521,-87.687316
1,41.858502,-87.646818
1,41.912927,-87.677366
1,41.858114,-87.666112
3,41.997907,-87.673081
2,41.75893,-87.582861
1,41.912908,-87.667889
1,41.912973,-87.677418
1,41.912464,-87.723774
1,41.85859,-87.656249
1,41.85859,-87.656249
1,41.85817,-87.646558
1,41.885005,-87.633816
1,41.96898,-87.672147
1,41.893148,-87.67048
1,41.751587,-87.582017
1,41.954156,-87.672789
3,41.91334,-87.637596
1,41.90338,-87.671353
2,41.913366,-87.677394
2,41.913094,-87.670016
1,41.874058,-87.670545
1,41.95414,-87.672815
2,41.911432,-87.805672
1,41.856688,-87.669575
1,41.903137,-87.671373
1,41.736189,-87.581973
2,41.9034,-87.671408
1,41.903131,-87.6714
1,41.885104,-87.62466
2,41.857963,-87.644893
1,41.913514,-87.677394
2,41.713004,-87.665855
1,41.96533,-87.672755
2,41.808431,-87.668898
2,41.727367,-87.666233
3,41.692697,-87.66723
1,41.913925,-87.634934
2,41.913925,-87.634934
1,41.858578,-87.652355
4,41.877991,-87.633149
1,41.877991,-87.633149
1,41.914113,-87.633633
1,41.979904,-87.673296
1,41.808429,-87.66901
1,41.896154,-87.671384
1,41.979903,-87.673368
1,41.91269,-87.735994
1,41.903126,-87.671631
1,41.910431,-87.671888
1,41.75914,-87.663872
1,41.765318,-87.581793
1,41.75043,-87.667583
1,42.010329,-87.674549
1,41.968971,-87.673149
1,41.965323,-87.673124
1,41.968701,-87.673272
1,41.720408,-87.667092
2,41.751494,-87.580771
1,41.751494,-87.580771
1,41.965319,-87.67333
1,41.96505,-87.67332
2,41.963214,-87.673347
1,41.968969,-87.673528
1,41.885324,-87.635584
2,41.885244,-87.626383
9,42.009054,-87.675141
1,41.881804,-87.624657
1,41.881804,-87.624657
3,41.893487,-87.623176
3,41.897735,-87.622698
2,41.88526,-87.632625
2,41.88526,-87.632625
2,41.88526,-87.632625
1,41.885255,-87.622468
2,41.885286,-87.626428
1,41.885286,-87.626428
1,41.885355,-87.637142
3,41.879616,-87.630982
1,41.879698,-87.635425
1,41.879797,-87.624608
4,41.853083,-87.631548
2,41.878887,-87.633125
2,41.87699,-87.633369
1,41.75163,-87.580739
3,41.913356,-87.731495
8,41.916996,-87.628673
2,41.915533,-87.634408
2,41.912794,-87.800585
1,41.85769,-87.666292
1,41.85752,-87.641931
1,41.857916,-87.651663
1,41.85779,-87.620905
1,41.857861,-87.671329
1,41.80864,-87.669974
1,41.896132,-87.672417
1,41.903325,-87.672499
1,41.925228,-87.672775
2,41.794047,-87.669592
1,41.954342,-87.674439
2,41.954342,-87.674439
1,41.954342,-87.674439
16,41.968913,-87.674871
1,41.968913,-87.674871
2,41.967084,-87.674803
2,42.009089,-87.676002
2,42.009089,-87.676002
1,41.910648,-87.672728
2,41.992071,-87.675487
8,41.917361,-87.628277
1,41.857694,-87.666039
1,41.857796,-87.661149
2,41.857653,-87.622132
2,41.857653,-87.622132
1,41.857602,-87.625412
1,41.857592,-87.671323
1,41.713832,-87.667331
1,41.903382,-87.672648
1,41.903382,-87.672648
1,41.954339,-87.674507
1,41.7068,-87.667573
1,41.71397,-87.667798
2,41.765057,-87.581418
1,41.885224,-87.624305
2,41.879628,-87.630621
1,41.857531,-87.661665
1,41.857376,-87.644973
1,41.850848,-87.671411
1,41.95433,-87.674675
1,41.961574,-87.675096
4,41.954328,-87.674709
1,41.965297,-87.674966
1,41.914912,-87.634949
1,41.857098,-87.668734
1,41.947058,-87.674385
1,41.890775,-87.672622
1,41.914917,-87.634955
1,41.889938,-87.672639
1,41.857461,-87.622127
2,41.914504,-87.684115
2,41.857061,-87.671225
4,41.857061,-87.671225
2,41.899729,-87.673201
2,41.855113,-87.671735
2,41.855113,-87.671735
1,41.965296,-87.675059
1,41.915106,-87.633842
1,41.914593,-87.677406
1,41.915673,-87.634871
1,41.954053,-87.674818
1,41.808672,-87.670813
1,41.961412,-87.675358
2,41.994457,-87.676022
1,41.965294,-87.675129
1,41.857478,-87.656221
1,41.965025,-87.675142
2,41.765061,-87.581229
1,41.914879,-87.684141
1,41.976239,-87.675694
1,41.856795,-87.659005
1,41.910662,-87.674069
1,41.953999,-87.675101
1,41.875891,-87.67243
1,41.857078,-87.662038
1,41.8571,-87.652989
2,41.914632,-87.654401
2,41.915461,-87.6434
1,41.915096,-87.687141
1,41.915867,-87.674261
1,41.915867,-87.674261
1,41.896762,-87.673306
1,41.896762,-87.673306
1,41.943121,-87.674944
1,41.885405,-87.626072
4,41.880499,-87.633276
3,41.913547,-87.79876
2,41.903092,-87.674143
1,41.894025,-87.673345
1,41.953999,-87.67527
1,41.852363,-87.672631
1,41.910661,-87.674265
1,41.912476,-87.674374
1,41.856492,-87.665941
1,41.856492,-87.665941
1,41.915593,-87.685239
2,41.915658,-87.68534
1,41.697901,-87.66812
2,41.915459,-87.685584
1,41.915765,-87.677394
1,41.856681,-87.662365
3,41.88459,-87.633494
1,41.882202,-87.633652
1,41.885499,-87.628128
1,41.76528,-87.576869
2,41.855981,-87.662877
1,41.856619,-87.64668
1,41.850506,-87.673483
2,41.968905,-87.676376
3,41.910609,-87.675179
1,41.871591,-87.673912
2,41.876353,-87.6742
2,41.876353,-87.6742
1,41.95706,-87.676657
1,41.855962,-87.66113
1,41.699173,-87.670112
2,41.877381,-87.673853
1,41.961631,-87.676232
2,41.720476,-87.577512
1,41.915993,-87.686408
3,41.916071,-87.687185
1,41.873066,-87.62265
4,41.856414,-87.62732
2,41.877368,-87.674545
2,41.910372,-87.675562
2,41.896105,-87.675223
2,41.706453,-87.669726
1,41.916255,-87.687551
1,41.910638,-87.675706
1,41.76586,-87.578668
1,41.76586,-87.578603
1,41.916533,-87.686691
1,41.854808,-87.674056
4,41.915877,-87.721776
1,41.855715,-87.662739
1,41.954048,-87.676905
1,41.916744,-87.677776
2,41.910631,-87.675968
1,41.91663,-87.686841
1,41.995387,-87.677382
1,41.916715,-87.648645
2,41.910364,-87.676022
2,41.910364,-87.676022
2,41.903285,-87.67589
2,41.96162,-87.677099
4,41.856311,-87.627999
2,41.903224,-87.676099
1,41.720921,-87.669585
1,41.855844,-87.646755
2,41.96891,-87.677444
2,42.009019,-87.678854
1,41.751714,-87.577002
2,41.910596,-87.67645
1,41.91691,-87.677501
2,41.895882,-87.675955
1,41.976011,-87.677792
2,41.90127,-87.676164
2,41.8997,-87.676128
1,42.019351,-87.679358
1,41.896083,-87.676042
1,41.855813,-87.64641
1,41.954312,-87.677262
2,41.910341,-87.676574
1,41.896091,-87.676098
2,41.910339,-87.676622
1,41.91716,-87.677775
1,41.830261,-87.674357
1,41.721305,-87.67021
1,41.765101,-87.576628
3,41.917221,-87.679895
1,41.917221,-87.679895
2,41.917003,-87.687309
2,41.919469,-87.676863
1,41.917916,-87.676848
2,41.910521,-87.676877
1,41.916846,-87.657664
1,41.916846,-87.657664
1,41.917506,-87.658104
1,41.895821,-87.676217
1,41.721292,-87.67052
1,41.941523,-87.67733
1,41.946748,-87.677464
1,41.750369,-87.672413
1,41.7651,-87.576577
1,41.91706,-87.653108
1,41.903106,-87.676581
1,41.917312,-87.677784
0,41.917327,-87.636621
1,41.895818,-87.676421
2,41.961299,-87.678214
1,41.721193,-87.671081
1,41.968843,-87.678235
1,41.691801,-87.671351
1,41.691691,-87.670161
1,41.691799,-87.671594
1,41.910405,-87.677443
1,41.794757,-87.625519
1,41.900779,-87.62821
1,41.880563,-87.745328
2,41.882056,-87.630967
1,41.882077,-87.629503
1,41.880833,-87.720797
3,41.882046,-87.632427
3,41.882046,-87.632427
2,41.882046,-87.632427
1,41.882046,-87.632427
1,41.882229,-87.624612
1,41.880772,-87.725696
1,41.882008,-87.638908
2,41.882134,-87.627886
3,41.88186,-87.629562
1,41.881797,-87.637166
1,41.801975,-87.625942
2,41.780158,-87.624668
2,41.882393,-87.624667
4,41.882287,-87.637164
2,41.882287,-87.637164
1,41.881647,-87.631047
2,41.685475,-87.617893
1,41.892708,-87.622437
1,41.897747,-87.621613
3,41.884545,-87.622196
3,41.884545,-87.622196
2,41.885859,-87.629602
1,41.885817,-87.63553
3,41.885817,-87.63553
3,41.885807,-87.634001
8,41.878264,-87.764886
4,41.88083,-87.620807
4,41.88083,-87.620807
4,41.879647,-87.617645
2,41.87941,-87.624565
3,41.879379,-87.626233
4,41.8792,-87.636997
2,41.8523,-87.632282
3,41.879492,-87.63392
1,41.879492,-87.63392
1,41.90396,-87.634688
1,41.90396,-87.634688
2,41.878211,-87.633925
3,41.878211,-87.633925
4,41.88919,-87.634045
1,41.880775,-87.633944
2,41.880775,-87.633944
2,41.880775,-87.633944
2,41.876944,-87.633863
1,41.883304,-87.63401
1,41.766333,-87.576154
1,41.751708,-87.575836
2,41.73523,-87.575659
1,41.918313,-87.652323
5,41.919113,-87.629469
1,41.917765,-87.682626
1,41.853963,-87.724954
1,41.939711,-87.678607
1,41.89608,-87.677177
3,41.932384,-87.67907
3,41.910507,-87.677593
2,41.910507,-87.677593
1,41.910507,-87.677593
1,41.910507,-87.677593
1,42.005235,-87.68018
1,41.918511,-87.636035
3,41.918511,-87.636035
3,41.918318,-87.646035
4,41.918318,-87.646035
1,41.917712,-87.694038
1,41.917712,-87.694038
1,41.917621,-87.687326
1,41.855343,-87.623735
2,41.946768,-87.678691
2,41.895915,-87.677094
1,41.940343,-87.678619
1,41.946988,-87.678759
4,41.917558,-87.688878
2,41.943071,-87.67872
2,41.72172,-87.573879
1,41.854765,-87.663664
1,41.903052,-87.677404
1,41.854822,-87.663913
2,41.918431,-87.651963
1,41.917976,-87.659107
1,41.943069,-87.67885
2,41.906993,-87.677773
1,41.906993,-87.677773
9,41.692535,-87.617711
1,41.765576,-87.620033
2,41.897498,-87.621607
6,41.884069,-87.622486
3,41.86743,-87.622471
1,41.88581,-87.630907
2,41.885823,-87.624454
1,41.885821,-87.62791
1,41.885822,-87.626201
1,41.879326,-87.629183
3,41.879368,-87.632226
3,41.879487,-87.624195
2,41.852031,-87.632275
1,41.879303,-87.633915
3,41.851293,-87.632258
1,41.881853,-87.633989
1,41.881853,-87.633989
5,41.880581,-87.63394
1,41.918097,-87.677807
1,41.918097,-87.677807
1,41.823258,-87.675488
2,41.96134,-87.679427
1,41.822989,-87.67548
1,41.9561,-87.679543
1,41.855085,-87.647992
1,41.917859,-87.678561
2,41.943333,-87.679118
2,41.961356,-87.679641
1,41.968616,-87.679761
2,41.968616,-87.679761
1,41.918682,-87.648713
1,41.91818,-87.685114
1,41.903285,-87.677975
3,41.907256,-87.678023
2,41.907256,-87.678023
2,41.917864,-87.694243
2,41.830241,-87.67614
3,41.895797,-87.677742
2,41.852303,-87.67655
2,41.94333,-87.679313
1,41.883283,-87.677376
1,41.854533,-87.685871
2,41.910343,-87.678038
2,41.94306,-87.67937
1,41.92151,-87.678774
1,41.9616,-87.680183
3,41.885856,-87.632338
2,41.885856,-87.632338
1,41.85453,-87.646652
1,41.896062,-87.677949
1,41.910573,-87.678391
2,41.869152,-87.677177
1,41.869152,-87.677177
2,41.943285,-87.679822
1,41.954242,-87.680136
3,41.916967,-87.782607
1,41.91854,-87.687373
2,41.869003,-87.677209
2,41.917925,-87.723064
1,41.918607,-87.659986
1,41.918723,-87.68727
1,41.955833,-87.68026
2,41.781264,-87.675346
2,41.878848,-87.67808
2,41.943053,-87.679955
2,41.766366,-87.575287
2,41.766366,-87.575287
1,41.919056,-87.67785
1,41.918924,-87.677483
1,41.919759,-87.636172
2,42.005158,-87.681339
2,41.883007,-87.677797
1,41.917875,-87.678833
1,41.903287,-87.678518
1,41.88587,-87.624404
1,41.903286,-87.678557
2,41.990791,-87.681255
2,41.943321,-87.680124
1,41.853832,-87.729502
1,41.968582,-87.68136
1,41.919353,-87.677722
1,41.919353,-87.677722
2,41.903283,-87.678622
1,41.968857,-87.681112
2,41.910301,-87.678888
2,41.919319,-87.64144
1,41.896049,-87.678499
2,41.919348,-87.641442
1,41.919553,-87.687635
3,41.919543,-87.682764
1,41.879235,-87.632319
2,41.879235,-87.632319
4,41.879235,-87.632199
2,41.879265,-87.63208
3,41.879235,-87.632199
2,41.879303,-87.625901
1,41.750712,-87.629888
2,41.779888,-87.624649
2,41.901443,-87.627462
1,41.882502,-87.636702
1,41.879069,-87.630914
2,41.878755,-87.66211
1,41.766325,-87.573702
2,41.73715,-87.57319
3,41.73715,-87.57319
6,41.73715,-87.57319
1,41.919727,-87.697402
1,41.920167,-87.648758
1,41.9202,-87.641706
2,41.920052,-87.65353
3,41.919933,-87.663259
1,41.853295,-87.729786
1,41.853535,-87.699305
1,41.721188,-87.67495
2,41.93968,-87.681054
1,41.855022,-87.678625
1,41.954201,-87.681326
2,41.910559,-87.680222
2,41.920092,-87.680056
1,41.91995,-87.662998
1,41.895751,-87.679767
1,41.894821,-87.67973
1,41.870611,-87.679221
2,41.918876,-87.748436
1,41.920102,-87.687351
1,41.919825,-87.697085
2,41.854104,-87.626971
2,41.92018,-87.687301
1,41.879836,-87.679424
1,41.919827,-87.677871
2,41.885948,-87.679626
1,41.895749,-87.679923
1,41.89665,-87.622085
1,41.89665,-87.622085
2,41.89665,-87.622085
1,41.885892,-87.630821
1,41.885954,-87.622122
1,41.879198,-87.635043
3,41.878703,-87.66421
4,41.878703,-87.66421
1,41.750712,-87.629949
18,41.879262,-87.634032
2,41.886589,-87.634168
1,41.763562,-87.574219
1,41.920317,-87.648403
1,41.920317,-87.648403
4,42.011057,-87.683999
1,41.851356,-87.6788
1,41.890928,-87.679881
1,41.919804,-87.677508
2,41.721229,-87.675431
1,41.920374,-87.687304
4,41.853551,-87.646628
1,41.920657,-87.637308
1,41.953969,-87.681913
1,41.743869,-87.619242
3,41.885821,-87.651154
1,41.885821,-87.651154
2,41.895738,-87.63447
1,41.883343,-87.634153
1,41.853903,-87.638759
2,41.720843,-87.675535
1,41.903012,-87.67903
1,41.903012,-87.67903
2,41.868938,-87.679027
1,41.869205,-87.679101
1,41.968881,-87.682639
1,41.953968,-87.68211
1,41.943038,-87.681785
4,41.853589,-87.633627
1,41.939403,-87.68155
1,41.968585,-87.682735
1,41.853848,-87.622406
1,41.85293,-87.712543
1,41.919895,-87.692153
1,41.885806,-87.651946
1,41.897273,-87.634527
2,41.903254,-87.680554
1,41.920906,-87.662986
2,41.879825,-87.679892
1,41.92051,-87.654793
1,41.920807,-87.692547
1,41.920838,-87.692548
1,41.920747,-87.697396
1,41.766389,-87.572974
1,41.920705,-87.648783
2,41.884655,-87.750498
1,41.879235,-87.626261
1,41.894918,-87.634484
1,41.920867,-87.637824
2,41.920353,-87.677531
1,41.920596,-87.691184
1,41.953963,-87.682725
1,41.953963,-87.682725
2,41.921208,-87.687335
1,41.920886,-87.677849
2,41.920886,-87.677849
2,41.919731,-87.761099
8,41.920942,-87.697475
3,41.852982,-87.6638
2,41.720832,-87.676382
1,41.691736,-87.675491
1,41.718099,-87.572677
2,41.943297,-87.682555
1,41.939663,-87.682198
1,41.905072,-87.681116
1,41.921441,-87.687342
1,41.855659,-87.679748
2,41.910268,-87.681283
1,41.72122,-87.676506
2,41.895733,-87.680895
3,41.895733,-87.680895
1,41.878821,-87.642728
2,41.853061,-87.632491
1,41.869864,-87.680129
1,41.921534,-87.687387
2,41.853926,-87.635532
1,41.921196,-87.663542
1,41.870691,-87.680689
1,41.896478,-87.634564
1,41.921388,-87.664304
1,41.90202,-87.629173
3,41.880881,-87.628487
4,41.883359,-87.628575
2,41.88597,-87.631154
1,41.879205,-87.624594
1,41.811804,-87.632093
1,41.780111,-87.630941
4,41.794675,-87.631345
12,41.922062,-87.638525
1,41.921945,-87.648836
1,41.921936,-87.644131
1,41.921936,-87.644131
2,41.921982,-87.685592
1,41.921982,-87.685592
1,41.922351,-87.635873
1,41.855522,-87.615832
1,41.852009,-87.68087
1,41.851813,-87.699088
1,41.851413,-87.724802
1,41.954176,-87.683764
2,41.968789,-87.684199
1,41.921787,-87.664378
1,41.852026,-87.680849
1,41.943058,-87.68347
2,41.910507,-87.68264
2,41.939371,-87.683545
1,41.96125,-87.684159
1,41.873166,-87.622054
2,41.886321,-87.632398
3,41.886334,-87.633896
1,41.87928,-87.624073
2,41.89962,-87.634715
1,41.922093,-87.648841
2,41.721207,-87.677644
1,41.823185,-87.680473
2,41.823185,-87.680473
1,42.012386,-87.686473
1,41.922314,-87.69725
3,41.922314,-87.69725
1,41.85655,-87.681317
2,41.917794,-87.683026
2,41.906863,-87.682924
3,41.886297,-87.632506
1,41.878964,-87.638665
1,41.893319,-87.634531
1,41.895736,-87.63459
1,41.922311,-87.68738
1,41.851144,-87.717225
2,41.851144,-87.717225
2,41.922317,-87.687694
1,41.910493,-87.683225
1,41.895703,-87.682673
1,41.895703,-87.682673
1,41.910223,-87.683278
1,41.851213,-87.701723
1,41.851213,-87.701723
0,41.884051,-87.730475
3,41.886344,-87.633888
1,41.877983,-87.634173
1,41.916261,-87.683246
1,41.916261,-87.683246
1,41.919311,-87.683423
1,41.917786,-87.683419
1,41.851075,-87.705045
4,41.851075,-87.705045
3,41.902931,-87.683023
5,41.922751,-87.638943
1,41.922766,-87.687711
1,41.910463,-87.683762
2,41.92185,-87.681263
1,41.92173,-87.695394
1,41.92173,-87.695394
1,41.922397,-87.653285
1,41.922397,-87.653285
1,41.922397,-87.653285
1,41.922397,-87.653285
2,41.922397,-87.653285
3,41.922801,-87.692963
0,41.968794,-87.685487
1,42.008606,-87.686831
2,41.879164,-87.624594
1,41.879164,-87.624594
1,41.921786,-87.739089
1,41.85175,-87.666194
1,41.917783,-87.683577
1,41.922813,-87.687393
1,41.850344,-87.724542
3,41.851674,-87.632156
1,41.921251,-87.776662
2,41.922422,-87.662975
2,41.877433,-87.68301
1,41.88601,-87.620485
1,41.886106,-87.624358
2,41.886106,-87.624358
2,41.886106,-87.624358
3,41.886028,-87.626083
2,41.834464,-87.632962
3,41.880539,-87.634229
1,41.892249,-87.634539
2,41.922627,-87.657317
2,41.721188,-87.678786
1,41.80193,-87.680903
1,41.968529,-87.68567
1,41.922892,-87.687758
1,41.923267,-87.638858
1,41.749095,-87.679637
1,41.954186,-87.685301
2,41.939359,-87.684552
2,41.953917,-87.685293
1,41.893202,-87.68328
2,41.879112,-87.626257
1,41.879112,-87.626257
2,41.704502,-87.629043
2,41.922858,-87.648866
1,41.92299,-87.645587
1,41.921851,-87.758712
1,41.922811,-87.697083
2,41.881392,-87.625981
2,41.890714,-87.628916
1,41.892715,-87.621849
1,41.878546,-87.630887
2,41.878718,-87.632313
1,41.879071,-87.626256
1,41.769189,-87.630802
1,41.883341,-87.634366
1,41.923611,-87.653633
1,41.92382,-87.635923
1,41.923471,-87.687691
1,41.923471,-87.687691
1,41.849814,-87.705331
1,41.849467,-87.72488
1,41.798974,-87.681909
1,41.91775,-87.685217
1,41.93956,-87.685766
1,41.968739,-87.686619
1,41.923826,-87.635561
13,41.851357,-87.612402
2,41.851357,-87.612402
5,41.851357,-87.612402
1,41.850866,-87.63185
1,41.852852,-87.683471
1,41.72082,-87.679788
1,41.895674,-87.684618
1,41.922923,-87.697592
1,41.849437,-87.724879
2,41.97605,-87.686992
2,41.883974,-87.685615
1,41.921425,-87.800825
2,41.884791,-87.763149
6,41.878719,-87.632203
3,41.878719,-87.632203
1,41.878719,-87.632203
1,42.012387,-87.687952
1,41.847384,-87.683601
1,41.923387,-87.697575
1,41.849888,-87.67595
2,41.954171,-87.686514
2,41.939341,-87.686221
1,41.892715,-87.62181
2,41.726357,-87.567384
20,41.923925,-87.655787
1,41.691685,-87.679611
2,41.873174,-87.684709
1,41.849387,-87.695198
1,41.910198,-87.685715
1,41.886125,-87.622126
1,41.878962,-87.635036
2,41.878962,-87.635036
3,41.878951,-87.636472
1,41.894645,-87.63469
2,41.968532,-87.687531
1,41.924245,-87.687461
8,41.963017,-87.687273
1,41.963017,-87.687273
2,41.963017,-87.687273
2,41.903171,-87.685499
1,41.84992,-87.631794
1,41.895662,-87.685292
2,41.975786,-87.688136
1,41.924096,-87.677664
2,41.84908,-87.70863
3,41.84908,-87.70863
1,41.849001,-87.715955
1,41.849001,-87.715955
1,41.849001,-87.715955
1,41.764585,-87.682253
1,41.751847,-87.56726
1,41.924272,-87.663028
1,41.954115,-87.687099
1,41.881314,-87.685215
1,41.823154,-87.683214
2,41.798701,-87.682588
2,41.849736,-87.631761
1,41.924511,-87.676395
1,41.922424,-87.806036
1,41.895925,-87.685734
2,41.779047,-87.682802
1,41.765918,-87.567287
1,41.924104,-87.716753
2,41.929023,-87.687065
1,41.924978,-87.639905
2,41.893245,-87.621744
1,41.878445,-87.647097
5,41.875783,-87.626828
3,41.875783,-87.626828
2,41.900053,-87.629209
1,41.707409,-87.617155
12,41.704672,-87.565519
2,41.92572,-87.633612
2,41.92572,-87.633612
1,41.92572,-87.633612
1,41.924802,-87.717142
1,41.925741,-87.670405
4,41.925317,-87.665867
1,41.928397,-87.632214
3,41.928397,-87.632214
4,41.924793,-87.700668
2,41.924793,-87.700668
1,41.848927,-87.699202
2,41.848927,-87.699202
1,41.847784,-87.724779
5,41.849137,-87.62709
12,41.702809,-87.681661
1,41.80478,-87.683749
1,41.779334,-87.683768
1,41.854917,-87.685901
1,41.928514,-87.688643
1,41.928516,-87.631696
1,41.924988,-87.700417
1,41.925497,-87.653535
2,41.849523,-87.665794
1,41.864273,-87.686741
1,41.892003,-87.686871
2,41.925063,-87.695156
6,41.925054,-87.687494
2,41.895652,-87.686977
2,41.916469,-87.688317
2,41.925591,-87.653494
1,41.925042,-87.687994
2,41.69161,-87.681523
1,41.895711,-87.687125
1,41.92498,-87.700958
1,41.69197,-87.681659
1,41.749942,-87.683383
1,41.910233,-87.687713
1,41.925866,-87.669648
1,41.925111,-87.701242
1,41.925038,-87.688387
2,41.925286,-87.700959
1,41.80766,-87.685081
1,41.925037,-87.688518
3,41.746144,-87.565443
1,41.925825,-87.66833
1,41.926086,-87.64991
1,41.976018,-87.690213
1,41.83642,-87.62038
1,41.878955,-87.625891
1,41.878955,-87.625891
2,41.878955,-87.625891
4,41.926212,-87.63397
1,41.926275,-87.648968
4,41.928666,-87.690819
1,41.807656,-87.68528
2,41.961463,-87.690101
2,41.713437,-87.564405
2,41.92581,-87.687497
1,41.779123,-87.685066
1,41.903125,-87.688479
3,41.823916,-87.619745
1,41.911321,-87.636017
2,41.926244,-87.650132
1,41.77937,-87.685156
2,41.910432,-87.688726
1,41.910432,-87.688726
1,41.807652,-87.685479
2,41.90313,-87.688561
1,41.859478,-87.687215
1,41.925408,-87.720848
2,41.801619,-87.632563
2,41.790753,-87.632048
1,41.924516,-87.806212
2,41.92613,-87.702151
9,41.939575,-87.689285
1,41.895878,-87.688753
2,41.895631,-87.688741
2,41.926379,-87.668359
1,41.758878,-87.564225
1,41.961129,-87.690806
1,41.847017,-87.713815
1,41.847026,-87.712581
1,41.824893,-87.687141
1,41.89922,-87.688331
1,41.807644,-87.685878
1,41.890985,-87.68862
3,41.878882,-87.627519
1,41.878882,-87.627519
2,41.92699,-87.650676
1,41.926419,-87.702792
1,41.87809,-87.626865
2,41.87809,-87.626865
3,41.87809,-87.626865
4,41.87809,-87.626865
4,41.897402,-87.627284
1,41.883135,-87.626923
1,41.883135,-87.626923
1,41.881718,-87.636568
2,41.809093,-87.626869
1,41.889929,-87.628957
1,41.707411,-87.617015
1,41.692822,-87.616752
2,41.692822,-87.616752
1,41.885965,-87.686738
1,41.878677,-87.636999
1,41.92711,-87.663414
2,41.846017,-87.716233
1,41.845962,-87.724738
1,42.00507,-87.692643
1,41.92635,-87.706792
3,41.946584,-87.691062
1,41.946584,-87.691062
1,41.851876,-87.687922
1,41.902881,-87.689621
1,41.76169,-87.562257
1,41.749,-87.686827
8,41.878843,-87.624052
1,41.848105,-87.633318
1,41.845626,-87.731262
1,41.847226,-87.617863
1,41.845804,-87.724426
1,41.925015,-87.690698
1,41.927351,-87.669249
1,41.90284,-87.690128
1,41.779343,-87.686763
1,41.903109,-87.690205
2,41.910471,-87.69035
2,41.748998,-87.686924
1,41.885715,-87.706423
2,41.92886,-87.639299
1,41.8459,-87.692652
2,41.8459,-87.692652
1,41.895692,-87.690146
1,41.927658,-87.652136
1,41.845674,-87.714979
1,41.927248,-87.706908
1,41.927248,-87.706908
1,41.910109,-87.690612
1,41.990348,-87.693025
1,41.891792,-87.689881
2,41.917741,-87.690978
1,41.928636,-87.642235
2,41.895828,-87.690707
2,41.927509,-87.665971
3,41.927509,-87.665971
2,41.927509,-87.665971
1,41.927509,-87.665971
1,41.92732,-87.706851
2,41.751649,-87.562331
1,41.928136,-87.652793
1,41.968771,-87.692834
2,41.927334,-87.697306
3,41.961471,-87.692693
1,41.744647,-87.562109
2,41.910422,-87.69126
1,41.924733,-87.691732
1,41.924733,-87.691732
1,41.891982,-87.690365
2,41.688243,-87.685215
2,41.845927,-87.634418
1,41.808232,-87.68857
1,41.91042,-87.691399
2,41.927441,-87.704458
1,41.927993,-87.66843
1,41.928554,-87.649052
1,41.779326,-87.687834
1,41.9031,-87.691286
2,41.926404,-87.800637
1,41.928114,-87.663148
1,41.899193,-87.690804
1,41.968409,-87.693085
4,41.879081,-87.617626
1,41.758905,-87.562188
1,41.927516,-87.704581
1,41.9284,-87.653159
2,41.845014,-87.717059
1,41.894852,-87.621404
1,41.845505,-87.68403
1,41.928675,-87.65302
1,41.929785,-87.642917
1,41.928576,-87.653403
2,41.878574,-87.633652
1,41.8822,-87.626953
1,41.884609,-87.627037
2,41.882414,-87.626358
1,41.928723,-87.687877
2,41.928723,-87.687877
2,41.928723,-87.687877
2,41.844633,-87.695217
1,41.946777,-87.694233
1,41.852151,-87.690813
1,41.895852,-87.692046
2,41.96583,-87.694058
1,41.901311,-87.692185
1,41.928843,-87.682693
1,41.929329,-87.648729
1,41.929629,-87.708081
2,41.929165,-87.653498
2,41.779086,-87.68868
6,41.747155,-87.687682
3,41.946643,-87.694233
2,41.924792,-87.69297
1,41.968492,-87.693933
1,41.937633,-87.69319
1,41.90282,-87.692397
2,41.924722,-87.693159
1,41.764753,-87.688641
2,41.928728,-87.712026
2,41.895582,-87.692238
2,41.929614,-87.708588
1,41.92472,-87.693301
1,41.930365,-87.64349
1,41.927396,-87.806196
4,41.845152,-87.634078
4,41.928671,-87.707786
4,41.928671,-87.707786
2,41.928671,-87.707786
1,41.843848,-87.72439
2,41.929842,-87.708966
1,41.843506,-87.724706
1,41.924976,-87.693962
1,41.726199,-87.559252
1,41.928551,-87.707618
5,41.929755,-87.653903
1,41.903082,-87.693031
1,41.930802,-87.643865
1,41.929828,-87.653546
1,41.928633,-87.707634
1,41.843517,-87.714545
2,41.800908,-87.690802
1,41.930841,-87.644185
1,41.929142,-87.720955
1,41.764731,-87.689786
1,41.949588,-87.693556
2,41.990599,-87.696114
1,41.930106,-87.655524
1,41.929507,-87.674682
1,41.927983,-87.806215
1,41.905827,-87.693429
1,41.968421,-87.695549
1,41.885891,-87.706425
2,41.931435,-87.639347
1,41.842181,-87.695329
1,41.842342,-87.72457
2,41.77924,-87.691116
1,41.931127,-87.631751
1,41.842344,-87.724426
2,41.769939,-87.690861
1,41.758275,-87.558841
3,41.930401,-87.709553
1,41.939532,-87.695698
1,41.968681,-87.696656
3,41.733781,-87.557793
2,41.733781,-87.557793
1,41.930961,-87.656749
4,41.930664,-87.709411
1,41.842307,-87.706365
4,41.899428,-87.694748
2,41.930636,-87.709718
1,41.902788,-87.695043
3,41.930708,-87.696205
1,41.852057,-87.693934
