TotInstall,Latitude,Longitude
2,41.830539,-87.651757
1,41.898205,-87.626014
1,41.901406,-87.637471
1,41.876708,-87.652787
1,41.706205,-87.668965
1,41.706159,-87.681431
2,41.706657,-87.647476
2,41.901013,-87.631176
1,42.002439,-87.657809
1,41.705811,-87.68142
3,41.705999,-87.65381
3,41.706016,-87.656118
3,41.706016,-87.656118
1,41.705444,-87.701232
1,41.705247,-87.701424
2,41.707339,-87.535124
2,41.900781,-87.667262
2,41.900437,-87.686778
3,41.759532,-87.64991
3,41.885427,-87.653479
2,41.983811,-87.656762
2,41.917957,-87.654893
2,41.980153,-87.656664
2,41.90048,-87.686754
1,41.90048,-87.686754
1,41.98536,-87.656938
2,41.704366,-87.681733
2,41.900579,-87.696748
2,41.968937,-87.656368
1,41.705889,-87.535124
1,41.900244,-87.696955
3,41.899824,-87.699444
1,41.705281,-87.535124
1,41.900547,-87.689583
1,41.880608,-87.625951
1,41.880608,-87.625951
1,41.879278,-87.630966
2,41.965532,-87.656456
1,41.704373,-87.53544
1,41.703134,-87.62085
1,41.743916,-87.598786
1,41.702377,-87.681306
1,41.983807,-87.657025
1,41.70405,-87.535082
1,41.703904,-87.535443
2,41.702472,-87.606477
1,41.703509,-87.559797
3,41.702456,-87.647709
2,41.702456,-87.647709
1,41.703758,-87.535444
1,41.703728,-87.535083
2,41.866868,-87.653065
1,41.703581,-87.535084
1,41.703542,-87.536634
2,41.701719,-87.68128
1,41.703524,-87.535445
2,41.921806,-87.655167
1,41.87193,-87.653404
2,41.99839,-87.657676
2,41.900624,-87.674547
1,41.900624,-87.674547
2,41.809728,-87.600232
1,41.947232,-87.656416
1,41.702395,-87.535447
1,41.700576,-87.681294
1,41.702045,-87.535085
2,41.978315,-87.657054
1,41.700888,-87.621037
1,41.692488,-87.620678
1,41.692488,-87.620678
1,41.691502,-87.626123
1,41.699711,-87.627957
1,41.698728,-87.681558
1,41.698728,-87.681558
2,41.699355,-87.702469
1,41.698022,-87.681175
2,41.700168,-87.562148
2,41.700168,-87.562148
2,41.700168,-87.562148
1,41.698856,-87.621065
1,41.867252,-87.653925
1,41.869609,-87.653733
1,41.697187,-87.681414
3,41.697187,-87.681414
2,41.697187,-87.681414
1,41.697793,-87.62103
3,41.69875,-87.533011
2,41.697001,-87.639901
1,41.882291,-87.62599
2,41.881622,-87.632148
1,41.851248,-87.623476
2,41.883627,-87.669535
2,41.88346,-87.649872
1,41.883554,-87.637228
1,41.880421,-87.63715
2,41.939921,-87.656606
1,41.967365,-87.657661
3,41.990127,-87.658359
1,41.883141,-87.65452
1,41.949048,-87.656795
1,41.694364,-87.620715
5,41.868482,-87.639083
1,41.869222,-87.624033
1,41.885402,-87.654616
1,41.869379,-87.654351
2,41.693027,-87.701054
2,41.692883,-87.701048
1,41.901649,-87.667333
1,41.947038,-87.657425
3,41.869004,-87.626027
2,41.869004,-87.626027
1,41.692123,-87.700774
1,41.692738,-87.670569
2,41.692738,-87.670569
1,41.968923,-87.657827
1,41.693201,-87.642652
1,41.693276,-87.621186
2,41.692458,-87.674035
1,41.897369,-87.625414
1,41.88805,-87.624217
1,41.883536,-87.639589
1,41.883512,-87.642524
2,41.883563,-87.626041
1,41.880337,-87.647151
2,41.878022,-87.631087
2,41.878022,-87.631087
2,41.878022,-87.631087
1,41.88309,-87.631314
0,41.88309,-87.631314
1,41.830787,-87.653817
2,41.928163,-87.656587
1,41.692645,-87.609758
1,41.691507,-87.670808
1,41.691665,-87.681022
1,41.692403,-87.621205
2,41.69163,-87.671782
1,41.902446,-87.634294
1,41.867831,-87.710387
1,41.868888,-87.62404
1,41.947036,-87.657547
2,41.947036,-87.657547
2,41.965248,-87.65793
1,41.692158,-87.621199
1,41.901383,-87.697023
1,41.691609,-87.64211
1,41.692133,-87.620838
3,41.921521,-87.656396
1,41.69173,-87.608513
1,41.692044,-87.620836
1,41.93996,-87.657066
1,41.691544,-87.642598
1,41.690621,-87.681155
1,41.691488,-87.608561
2,41.691346,-87.6421
3,41.866414,-87.764112
2,41.968919,-87.658265
1,41.973377,-87.658147
2,41.990117,-87.658669
4,41.811326,-87.598645
2,41.983518,-87.658475
2,41.855086,-87.653898
2,41.994383,-87.658816
1,41.880662,-87.624619
3,41.880662,-87.624619
2,41.890953,-87.631677
2,41.901964,-87.667656
2,41.689556,-87.650119
2,41.672371,-87.649842
1,41.869587,-87.654982
1,41.690666,-87.622923
1,41.690531,-87.621196
1,41.902081,-87.667296
1,41.87262,-87.620406
1,41.868654,-87.617398
4,41.868759,-87.627208
1,41.978025,-87.658345
4,41.690441,-87.620827
1,41.809753,-87.59854
1,41.77977,-87.652943
3,41.690092,-87.637636
1,41.690099,-87.621192
1,41.690051,-87.621184
1,41.690036,-87.622857
2,41.901746,-87.696665
1,41.901746,-87.696665
1,41.689638,-87.642034
2,41.687054,-87.655762
2,41.687054,-87.655762
1,41.690014,-87.605743
1,41.689517,-87.621185
1,41.809754,-87.598464
1,41.978023,-87.658448
1,41.978023,-87.658448
1,41.890955,-87.655565
1,41.869326,-87.655432
2,41.901438,-87.726428
1,41.86847,-87.624161
3,41.896388,-87.656249
1,41.869578,-87.655477
1,41.68851,-87.642512
1,41.688872,-87.620879
1,41.902177,-87.667577
1,41.867171,-87.710681
2,41.891204,-87.655995
1,41.688218,-87.6425
2,41.687596,-87.681204
1,41.857437,-87.653805
3,41.883124,-87.655743
2,41.883124,-87.655743
1,41.687767,-87.621138
1,41.687782,-87.642484
1,41.939938,-87.658015
1,41.883641,-87.626403
1,41.880046,-87.657283
1,41.890952,-87.631744
1,41.877967,-87.655631
2,41.686671,-87.633548
3,41.686642,-87.633547
1,41.686405,-87.641945
1,41.686405,-87.641945
1,41.902227,-87.696676
2,41.886822,-87.655991
2,41.686021,-87.642425
5,41.965256,-87.659017
4,41.965256,-87.659017
3,41.902305,-87.686813
2,41.902305,-87.686813
2,41.89094,-87.656244
2,41.892046,-87.656321
2,41.902611,-87.673739
1,41.883476,-87.653044
2,41.879312,-87.725428
1,41.696967,-87.626143
1,41.814697,-87.598006
2,41.902555,-87.677423
1,41.752451,-87.652969
1,41.685177,-87.620951
1,41.868471,-87.617563
1,41.868317,-87.627198
1,41.921509,-87.6575
1,41.902551,-87.665485
4,41.684247,-87.655311
2,41.684261,-87.620872
1,41.68359,-87.645068
3,41.868447,-87.617585
2,41.793383,-87.597777
2,42.009069,-87.661341
1,42.00568,-87.660129
2,41.883247,-87.657827
2,41.880621,-87.624573
2,41.903268,-87.631886
2,41.903041,-87.643355
1,41.6824,-87.681048
1,41.6824,-87.681048
1,41.857163,-87.654219
1,41.902893,-87.66602
1,41.918251,-87.657551
2,41.681026,-87.647048
1,41.795171,-87.59735
1,41.681136,-87.54029
1,41.883692,-87.641388
1,41.67973,-87.613989
1,41.679477,-87.620366
1,41.678349,-87.680919
1,41.678349,-87.680919
2,41.883651,-87.649521
1,41.879221,-87.715646
3,41.67711,-87.635677
3,41.880655,-87.763381
1,41.881866,-87.624658
1,41.881866,-87.624658
2,41.883745,-87.632488
3,41.883745,-87.632488
5,41.883771,-87.628073
2,41.880298,-87.632474
1,41.880254,-87.63889
1,41.692666,-87.626385
2,41.780621,-87.596033
1,41.780621,-87.596033
2,41.90344,-87.667608
1,41.904118,-87.631654
1,41.904138,-87.630175
2,41.903371,-87.666624
3,41.90306,-87.687068
2,41.867186,-87.639304
4,41.86517,-87.615542
3,41.86517,-87.615542
3,41.86517,-87.615542
16,41.86517,-87.615542
1,41.903549,-87.658485
1,41.9947,-87.660571
1,42.00567,-87.661205
1,41.904144,-87.629814
1,41.903459,-87.666514
1,41.903971,-87.634309
1,41.866553,-87.685969
1,41.857856,-87.65656
2,41.720172,-87.65316
2,41.720172,-87.65316
1,41.981681,-87.660167
1,42.005401,-87.661198
0,41.869314,-87.656897
1,41.88286,-87.657211
3,41.903518,-87.666531
1,41.903125,-87.696701
1,41.891191,-87.65791
6,41.883913,-87.632314
2,41.883913,-87.632314
14,41.883913,-87.632314
1,41.886589,-87.63164
2,41.978311,-87.660361
1,41.990995,-87.660753
2,42.006879,-87.66174
1,41.904063,-87.632733
1,41.904063,-87.632733
2,41.866797,-87.628676
1,41.939918,-87.659587
2,41.951084,-87.659637
1,41.885359,-87.657262
2,41.947268,-87.659857
3,41.939916,-87.659792
1,41.90442,-87.6343
1,41.80859,-87.6561
5,41.867041,-87.624318
1,41.89092,-87.658337
2,41.904007,-87.667711
1,41.86693,-87.625995
1,41.87663,-87.657758
3,41.939649,-87.659566
1,41.799598,-87.59612
2,41.971585,-87.660161
1,41.971585,-87.660161
1,41.883944,-87.636685
1,41.883944,-87.636685
1,41.880319,-87.636524
1,41.86551,-87.724954
2,41.904576,-87.63311
1,41.694835,-87.653041
6,41.66988,-87.634246
3,41.903415,-87.717946
2,41.883912,-87.657892
1,41.799597,-87.595992
2,41.728718,-87.654584
1,41.855973,-87.657847
3,41.788541,-87.65621
1,41.947257,-87.660606
2,41.904644,-87.641004
5,41.865818,-87.661325
2,41.72689,-87.654093
1,41.779594,-87.655772
1,41.880302,-87.636523
1,41.880302,-87.636523
1,41.905207,-87.634697
4,41.863263,-87.618575
2,41.799593,-87.595736
2,41.905227,-87.634697
1,41.692084,-87.653444
1,41.904533,-87.668597
1,41.939811,-87.661135
2,41.998023,-87.662332
1,41.898509,-87.624677
3,41.66482,-87.638876
1,42.001313,-87.662222
1,41.904639,-87.668758
1,41.905237,-87.641797
1,41.904983,-87.668733
1,41.893373,-87.624158
1,41.884601,-87.623654
1,41.880119,-87.642769
1,41.880239,-87.637142
2,41.808808,-87.592871
1,41.808808,-87.592871
1,41.808808,-87.592871
2,41.905272,-87.66957
2,41.93989,-87.66162
1,41.877852,-87.659617
2,42.001551,-87.663739
5,41.65899,-87.549728
5,41.65899,-87.549728
1,41.659014,-87.610723
1,41.658962,-87.548528
1,41.799397,-87.594936
1,41.904988,-87.686914
1,41.865599,-87.623926
1,41.88149,-87.659763
1,41.9054,-87.667375
2,41.865515,-87.624287
2,41.785918,-87.594358
1,41.905,-87.696765
1,41.865489,-87.625591
1,41.721109,-87.655776
2,41.721109,-87.655776
1,41.883932,-87.648383
1,41.880345,-87.625941
2,41.780667,-87.594212
2,41.905356,-87.669858
3,41.864699,-87.666543
3,41.657627,-87.591959
2,41.657627,-87.591959
10,41.656961,-87.548521
4,41.865434,-87.624286
1,41.865402,-87.625949
1,41.785919,-87.594205
3,41.905868,-87.685711
3,41.863873,-87.701902
1,41.864777,-87.658634
1,41.883945,-87.659294
1,41.86538,-87.624285
2,41.9397,-87.661167
1,41.80209,-87.622105
1,41.655201,-87.546942
1,41.864423,-87.668647
1,41.681128,-87.655064
2,41.932361,-87.661994
1,41.8909,-87.660183
6,41.914016,-87.66183
1,41.865246,-87.625583
2,41.883938,-87.659587
2,41.928698,-87.66191
1,41.654445,-87.546081
1,41.856853,-87.659596
2,41.905821,-87.677498
1,41.857121,-87.659643
3,41.791331,-87.593923
2,41.965181,-87.663385
1,41.965181,-87.663385
2,41.804336,-87.59414
2,41.89629,-87.660619
3,41.89629,-87.660619
1,41.65349,-87.546088
2,41.653444,-87.547004
1,41.905772,-87.667385
2,41.878852,-87.660357
1,41.880135,-87.660368
1,41.85712,-87.659721
1,41.653153,-87.547274
1,41.653153,-87.547004
1,41.791332,-87.59382
2,41.905985,-87.649807
1,41.904715,-87.755636
1,41.653037,-87.547274
1,41.652949,-87.547274
1,41.652927,-87.546085
1,41.736008,-87.657188
1,41.928715,-87.662375
1,41.905846,-87.667749
2,41.906867,-87.634403
1,41.906867,-87.634403
1,41.906867,-87.634403
2,41.939878,-87.662344
2,41.939878,-87.662344
1,41.939878,-87.662344
1,41.869237,-87.660528
1,41.884129,-87.632589
2,41.880297,-87.626301
1,41.692663,-87.62662
4,41.906515,-87.628937
3,41.764202,-87.658003
1,41.883056,-87.661096
1,41.651633,-87.537304
1,41.651613,-87.545721
1,41.651419,-87.547321
2,41.905887,-87.696778
1,41.907,-87.670852
1,41.932353,-87.662657
1,41.954256,-87.66365
2,41.869235,-87.66062
2,41.864933,-87.627124
3,41.998281,-87.664583
2,41.706181,-87.61969
2,41.765467,-87.621084
3,41.884,-87.642531
1,41.879971,-87.63221
2,41.906999,-87.634755
2,41.906999,-87.634755
1,41.906999,-87.634755
1,41.906164,-87.686901
2,41.946949,-87.663107
1,41.72148,-87.657081
2,41.913872,-87.662274
1,42.009012,-87.664783
1,41.794918,-87.591845
1,42.00806,-87.665325
2,41.906679,-87.671427
1,41.907115,-87.634761
1,41.787983,-87.592468
1,41.906547,-87.671736
2,41.93987,-87.662801
2,41.750522,-87.657252
1,41.799399,-87.592391
1,41.925095,-87.662628
1,41.890891,-87.661467
1,41.645198,-87.541845
1,41.896027,-87.661798
2,41.896027,-87.661798
1,41.896027,-87.661798
2,41.799359,-87.592234
1,41.906929,-87.671784
2,41.88528,-87.66159
1,41.891158,-87.661671
1,41.906988,-87.671878
1,41.853035,-87.630782
4,41.884391,-87.66172
4,41.884391,-87.66172
1,41.889801,-87.661649
1,41.907164,-87.672159
3,41.862099,-87.61813
2,41.878354,-87.627174
10,41.721787,-87.624939
2,41.884474,-87.667086
2,41.884173,-87.624674
1,41.885916,-87.632189
1,41.887141,-87.632234
2,41.802526,-87.591684
1,41.907827,-87.634788
2,41.863215,-87.642223
2,41.865144,-87.617366
2,41.863251,-87.66157
1,41.808746,-87.66026
2,41.89988,-87.662668
2,41.939856,-87.664006
2,41.823324,-87.659951
1,41.907065,-87.66751
1,41.907261,-87.677236
2,41.862476,-87.695657
6,41.862361,-87.701816
2,41.998037,-87.665635
1,41.985351,-87.665398
1,41.921521,-87.663226
1,41.907139,-87.66777
2,41.891151,-87.66252
1,42.005597,-87.666079
1,41.898992,-87.662811
1,41.857721,-87.661587
1,41.893281,-87.66269
1,41.881652,-87.662645
1,41.932335,-87.663923
1,41.794247,-87.621758
1,41.878098,-87.631852
1,41.907423,-87.673125
1,41.907954,-87.63444
3,41.861722,-87.618003
1,41.735724,-87.658644
1,41.857987,-87.661839
2,41.767683,-87.590406
1,41.90736,-87.667424
1,41.907858,-87.672301
2,41.863547,-87.625536
2,41.863547,-87.625536
1,41.883907,-87.662873
1,41.799645,-87.591103
1,41.733062,-87.589725
3,41.906919,-87.663447
2,41.906919,-87.663447
2,41.906919,-87.663447
3,41.893373,-87.62398
2,41.831121,-87.630331
2,41.862219,-87.703186
1,41.858914,-87.661987
1,41.950705,-87.665392
2,41.906919,-87.663512
1,41.896002,-87.663164
2,41.907525,-87.667698
1,41.799648,-87.59085
1,41.907661,-87.673496
1,41.907719,-87.667497
1,41.907474,-87.67719
3,41.906681,-87.732349
2,42.007759,-87.666653
2,41.785941,-87.590871
1,41.907834,-87.673212
1,41.954199,-87.665293
1,41.908989,-87.633501
1,41.907218,-87.685744
1,41.907218,-87.685744
1,41.906512,-87.75444
1,41.896005,-87.663715
3,41.906413,-87.767179
3,41.903521,-87.664025
1,41.90824,-87.634451
1,41.96151,-87.666595
2,41.869473,-87.6626
2,41.908023,-87.667801
1,41.857926,-87.662828
2,41.857751,-87.662825
1,41.884165,-87.631095
1,41.907562,-87.649524
3,41.907562,-87.649524
1,41.907562,-87.649524
4,41.907928,-87.701479
1,41.857942,-87.662855
2,41.741472,-87.657876
2,41.883019,-87.663366
1,41.907776,-87.664129
2,41.907093,-87.646018
2,41.907093,-87.646018
1,41.903352,-87.664295
1,41.899895,-87.664338
2,41.893528,-87.664215
1,41.861764,-87.693108
1,42.019371,-87.667178
2,41.861493,-87.733404
2,41.881789,-87.63211
4,41.77986,-87.589453
3,41.906919,-87.74623
3,41.907803,-87.643481
1,41.808771,-87.66176
2,41.906866,-87.754447
1,41.908292,-87.674477
1,41.908294,-87.673926
1,41.939591,-87.665119
2,41.869467,-87.663035
1,41.869198,-87.663029
1,41.869198,-87.663029
2,41.882108,-87.632167
1,41.809797,-87.591824
1,41.799667,-87.589853
1,41.799399,-87.58981
1,41.908353,-87.674018
1,41.896022,-87.66472
1,41.862619,-87.623868
2,41.954187,-87.666558
2,41.907945,-87.648365
2,41.90847,-87.674753
1,41.921716,-87.665542
1,41.684973,-87.659325
2,41.97636,-87.667473
1,41.921718,-87.665784
2,41.979733,-87.66739
1,41.89324,-87.664981
3,41.978159,-87.667499
4,41.769,-87.625759
4,41.750837,-87.626033
6,41.736171,-87.625734
1,41.899343,-87.623731
1,41.891045,-87.62373
3,41.884609,-87.623301
3,41.884264,-87.631096
2,41.884552,-87.629549
1,41.884552,-87.629549
7,41.900986,-87.62285
3,41.88455,-87.632509
2,41.884603,-87.624604
1,41.884571,-87.628
1,41.884589,-87.637162
1,41.884533,-87.63399
1,41.79476,-87.629295
2,41.885841,-87.632632
1,41.883345,-87.632558
1,41.799649,-87.588907
1,41.736969,-87.587714
12,41.908391,-87.707047
1,41.909372,-87.634855
1,41.861177,-87.695792
1,41.861735,-87.609595
1,41.861735,-87.609595
1,41.808712,-87.662679
2,41.939862,-87.666453
2,41.939862,-87.666453
2,41.998205,-87.66811
1,41.791467,-87.588852
1,41.908682,-87.64925
2,41.908971,-87.665035
1,41.908971,-87.665035
1,41.908701,-87.684559
7,41.861112,-87.617772
1,41.857693,-87.664008
3,41.979754,-87.668431
2,41.98158,-87.668568
3,42.01924,-87.668418
2,41.884566,-87.664407
1,41.856788,-87.664053
1,41.895979,-87.665394
1,42.019541,-87.668616
2,42.007738,-87.668173
1,42.015895,-87.668492
1,41.888048,-87.623514
3,41.888048,-87.623514
2,41.884559,-87.635271
1,41.884549,-87.626136
1,41.884536,-87.633809
2,41.885637,-87.632629
3,42.019179,-87.668703
2,42.019179,-87.668703
2,41.909502,-87.63327
1,41.909563,-87.63486
1,41.750326,-87.66168
1,41.76577,-87.588025
3,42.019179,-87.668817
1,41.909224,-87.6759
1,41.861457,-87.625841
2,41.707424,-87.660405
3,41.994582,-87.668292
3,41.908999,-87.677466
3,41.908999,-87.677466
2,41.861407,-87.625839
1,42.016158,-87.668712
1,41.909348,-87.67554
1,41.861399,-87.625478
2,41.868626,-87.664458
2,41.96175,-87.668152
1,42.015888,-87.668733
1,41.909626,-87.66785
1,41.869442,-87.664781
4,41.799423,-87.588117
1,41.917349,-87.666405
1,41.79538,-87.588061
1,41.736827,-87.586743
1,41.90967,-87.66749
2,41.908494,-87.676459
2,42.00773,-87.668522
1,41.892269,-87.633068
2,41.799656,-87.587924
1,41.909181,-87.677554
2,41.861311,-87.627539
2,41.861311,-87.627539
1,41.961749,-87.668251
2,41.961749,-87.668251
1,42.007997,-87.668603
2,41.799461,-87.587921
3,41.909079,-87.646735
2,41.909145,-87.677284
3,41.869171,-87.664882
1,41.896229,-87.666082
1,41.909887,-87.634506
1,41.895037,-87.666216
1,41.881338,-87.665538
1,41.909946,-87.63487
1,41.884626,-87.626412
1,41.909446,-87.677536
1,42.007724,-87.668766
3,41.90323,-87.666774
3,41.90323,-87.666774
1,41.908445,-87.765698
1,41.861118,-87.627028
2,42.007723,-87.668836
1,42.016146,-87.669159
6,41.780728,-87.587566
1,41.910608,-87.631838
1,41.910137,-87.634874
2,41.97997,-87.668993
2,41.978135,-87.669002
1,41.979701,-87.668982
2,41.977866,-87.668995
2,41.884628,-87.654228
2,41.884663,-87.624265
4,41.880069,-87.624179
1,41.909336,-87.652971
2,41.896159,-87.666608
1,42.016144,-87.669228
1,41.787746,-87.587854
1,41.909569,-87.677257
1,41.795283,-87.587632
1,41.909668,-87.676586
1,41.909971,-87.649302
1,41.910326,-87.652963
4,41.793501,-87.586211
2,41.79351,-87.586189
2,41.908816,-87.736463
1,41.799704,-87.586817
2,41.910703,-87.631841
2,41.910703,-87.631841
2,41.910703,-87.631841
1,41.909911,-87.661862
12,41.909544,-87.707108
1,41.909059,-87.726666
2,41.910233,-87.632931
1,41.909738,-87.676695
1,41.910333,-87.634518
1,41.910364,-87.634518
1,41.910364,-87.634518
3,41.909785,-87.676767
1,41.909932,-87.676444
1,41.909712,-87.677631
3,41.910144,-87.676773
2,41.910197,-87.676856
1,41.910197,-87.676856
2,41.909922,-87.6776
1,41.909944,-87.677579
1,41.831062,-87.626001
1,41.882321,-87.626353
1,41.882321,-87.626353
1,41.893413,-87.628754
3,41.895088,-87.623576
3,41.895088,-87.623576
3,41.895088,-87.623576
2,41.890995,-87.623417
2,41.884739,-87.632608
2,41.901441,-87.634052
4,41.793477,-87.585203
2,41.913555,-87.623275
8,41.913555,-87.623275
5,41.913555,-87.623275
4,41.910441,-87.677651
1,41.911242,-87.634822
1,41.859501,-87.666338
1,41.721381,-87.66287
4,41.91798,-87.668022
2,41.885479,-87.667203
1,41.795117,-87.585248
2,41.91139,-87.631547
4,41.91139,-87.631547
2,41.910566,-87.677546
2,41.91124,-87.634627
1,41.910408,-87.687027
1,41.859661,-87.650735
1,41.856817,-87.666241
1,41.808558,-87.665052
3,41.917769,-87.667729
2,41.917769,-87.667729
1,41.903291,-87.6676
1,41.890895,-87.667242
1,41.88521,-87.667193
1,41.961456,-87.669426
2,41.91058,-87.667759
1,41.91058,-87.667759
2,41.941426,-87.668861
2,41.869172,-87.666689
1,41.910399,-87.705465
2,41.939589,-87.668847
3,41.903475,-87.667787
2,41.853342,-87.667076
1,41.884636,-87.630761
1,41.799448,-87.585975
1,41.968742,-87.669737
2,41.762265,-87.585469
2,41.762265,-87.585469
1,41.954401,-87.669726
2,41.89594,-87.667909
3,41.911527,-87.63491
1,41.91054,-87.706706
1,41.762268,-87.585356
1,41.859817,-87.62378
1,41.985797,-87.670427
1,41.896808,-87.62355
1,41.73621,-87.583786
1,41.911599,-87.634912
1,41.969009,-87.669868
1,41.911523,-87.653075
1,41.903185,-87.668425
1,41.85608,-87.66713
1,41.911176,-87.677311
2,41.911031,-87.697199
2,41.911031,-87.697199
2,41.911031,-87.697199
1,41.969008,-87.669942
1,41.911227,-87.677309
1,41.911227,-87.677309
3,41.883425,-87.667682
2,41.883425,-87.667682
1,41.911243,-87.667588
2,41.911277,-87.677307
1,41.910487,-87.736272
1,41.937994,-87.669441
1,41.961771,-87.669798
1,41.941577,-87.670064
1,41.939819,-87.669688
1,41.928855,-87.669636
4,41.928855,-87.669636
1,41.911429,-87.677334
1,41.90317,-87.668937
1,41.90317,-87.668937
1,41.954118,-87.670434
1,41.737054,-87.583998
1,41.85902,-87.660372
2,41.910791,-87.715119
2,41.911062,-87.691097
1,41.912088,-87.634922
1,41.85899,-87.660398
2,41.859351,-87.642078
1,41.859266,-87.65749
1,41.911573,-87.663859
1,41.799736,-87.585077
1,41.721394,-87.663505
1,41.85672,-87.667501
1,41.85672,-87.667501
3,41.85672,-87.667501
1,41.795352,-87.584849
2,41.911733,-87.677311
1,41.973296,-87.670308
1,41.943462,-87.670329
8,42.019343,-87.673495
2,42.019343,-87.673495
2,41.945301,-87.67043
3,41.976289,-87.670864
1,41.976289,-87.670864
1,41.91131,-87.68744
1,42.00273,-87.672667
1,41.912054,-87.634586
1,41.795086,-87.584612
1,41.858639,-87.66027
1,41.903158,-87.669425
1,41.903158,-87.669425
1,41.76626,-87.584171
1,41.750456,-87.665135
1,41.903426,-87.669469
1,41.950736,-87.670669
2,41.858609,-87.660295
1,41.73585,-87.583389
1,41.911667,-87.667544
1,41.911334,-87.689517
2,41.910463,-87.669429
1,41.912323,-87.634924
1,41.912088,-87.697083
1,41.858635,-87.660701
1,41.912059,-87.6799
1,41.903329,-87.66998
1,41.983303,-87.671563
3,41.913619,-87.661049
1,41.88189,-87.658624
1,41.769212,-87.629244
1,41.912419,-87.648496
1,41.859044,-87.646779
1,41.85606,-87.668846
0,41.874225,-87.669132
1,41.968971,-87.671192
1,41.799606,-87.584009
1,41.912359,-87.680386
1,41.808447,-87.667542
1,41.72021,-87.666523
1,41.903166,-87.670286
1,41.903166,-87.670286
3,41.708039,-87.577937
1,41.912257,-87.680573
1,41.74346,-87.582577
1,41.912259,-87.680639
2,41.912259,-87.680639
1,41.857621,-87.668975
1,41.903215,-87.670347
1,41.884327,-87.633061
1,41.72614,-87.5823
1,41.72614,-87.5823
1,41.856961,-87.669076
4,41.947091,-87.671735
