Date,IUCR,Latitude,Longitude
2016-03-06 22:18:00,1710,41.835019175,-87.684974872
2016-03-06 22:15:00,0460,41.866256372,-87.718784092
2016-03-06 22:15:00,031A,41.930628621,-87.71838709
2016-03-06 22:15:00,0820,41.736042377,-87.591762242
2016-03-06 22:05:00,0460,41.762308477,-87.655347143
2016-03-06 22:05:00,0460,41.943026876,-87.653163954
2016-03-06 22:04:00,502R,41.867123886,-87.721415486
2016-03-06 22:00:00,0910,41.858362383,-87.671116619
2016-03-06 22:00:00,0890,41.788577604,-87.642573762
2016-03-06 22:00:00,1320,41.940766876,-87.678391353
2016-03-06 22:00:00,0810,41.793685505,-87.754997924
2016-03-06 22:00:00,0810,41.787004728,-87.617407275
2016-03-06 22:00:00,1310,41.964466166,-87.65342132
2016-03-06 22:00:00,0820,41.787377627,-87.800068286
2016-03-06 22:00:00,0910,41.975827788,-87.69758965
2016-03-06 22:00:00,1150,41.927138982,-87.641411745
2016-03-06 22:00:00,0910,41.895526301,-87.756842127
2016-03-06 22:00:00,0610,41.706465288,-87.609589172
2016-03-06 21:46:00,1330,41.877274235,-87.661873779
2016-03-06 21:45:00,1330,41.7790899,-87.615599831
2016-03-06 21:30:00,0810,41.894214733,-87.722376367
2016-03-06 21:30:00,1320,41.915321492,-87.683538142
2016-03-06 21:30:00,0460,41.779243593,-87.615601783
2016-03-06 21:30:00,1320,41.871362551,-87.63058763
2016-03-06 21:28:00,0486,41.789057836,-87.606108761
2016-03-06 21:25:00,1811,41.847383408,-87.709998398
2016-03-06 21:21:00,0560,41.8024346,-87.590843152
2016-03-06 21:17:00,0910,41.900699914,-87.775319936
2016-03-06 21:15:00,0486,41.721425522,-87.645945473
2016-03-06 21:15:00,0430,41.896674744,-87.66730871
2016-03-06 21:05:00,0430,41.735156709,-87.648473669
2016-03-06 21:00:00,0820,41.793895354,-87.617363602
2016-03-06 21:00:00,0486,41.671879673,-87.64051034
2016-03-06 21:00:00,0498,41.873936087,-87.755508739
2016-03-06 21:00:00,0820,41.886091158,-87.768351922
2016-03-06 21:00:00,0910,41.753400321,-87.646542624
2016-03-06 21:00:00,0460,41.896639071,-87.667309081
2016-03-06 21:00:00,0920,41.854653574,-87.697098933
2016-03-06 21:00:00,0910,41.887919288,-87.628019052
2016-03-06 21:00:00,0910,41.78040621,-87.686119261
2016-03-06 21:00:00,1320,41.976499028,-87.841540172
2016-03-06 21:00:00,0890,41.930049492,-87.685920733
2016-03-06 20:57:00,041A,41.894496091,-87.745792225
2016-03-06 20:48:00,1305,41.921275577,-87.73645234
2016-03-06 20:44:00,1320,41.792960866,-87.618455799
2016-03-06 20:41:00,1811,41.709113178,-87.538905732
2016-03-06 20:40:00,0486,41.742697264,-87.549180473
2016-03-06 20:40:00,1220,41.728256914,-87.550817812
2016-03-06 20:35:00,051A,41.660776582,-87.64014264
2016-03-06 20:31:00,2024,41.894824927,-87.631788635
2016-03-06 20:30:00,1320,41.800447492,-87.605382187
2016-03-06 20:30:00,2022,41.876259066,-87.688729456
2016-03-06 20:30:00,0486,41.87489666,-87.751178379
2016-03-06 20:27:00,1821,41.769414467,-87.66394187
2016-03-06 20:20:00,1320,41.790818163,-87.636414837
2016-03-06 20:20:00,2014,41.755350022,-87.645374703
2016-03-06 20:20:00,0890,41.875367424,-87.627620993
2016-03-06 20:20:00,143A,41.897497078,-87.771318434
2016-03-06 20:17:00,3731,41.803207698,-87.621056
2016-03-06 20:15:00,0560,41.660776582,-87.64014264
2016-03-06 20:15:00,1811,41.880961671,-87.745295635
2016-03-06 20:15:00,031A,41.892667777,-87.616210158
2016-03-06 20:14:00,502R,41.881913657,-87.73673068
2016-03-06 20:10:00,1150,41.751501206,-87.664677728
2016-03-06 20:05:00,1220,41.772397628,-87.649976619
2016-03-06 20:05:00,0460,41.932484964,-87.713007292
2016-03-06 20:00:00,1350,41.749842455,-87.701315869
2016-03-06 20:00:00,1310,41.751461716,-87.65699316
2016-03-06 20:00:00,1320,41.878363965,-87.76347748
2016-03-06 20:00:00,0820,41.880744967,-87.724252629
2016-03-06 20:00:00,0890,41.754592961,-87.741528537
2016-03-06 20:00:00,0820,41.790607322,-87.586696635
2016-03-06 20:00:00,0910,41.949408649,-87.705450662
2016-03-06 20:00:00,0460,41.703830604,-87.647605051
2016-03-06 20:00:00,051A,41.852731587,-87.701390474
2016-03-06 20:00:00,0330,41.770526079,-87.625065164
2016-03-06 19:57:00,0460,41.964863437,-87.652387549
2016-03-06 19:50:00,0486,41.772880385,-87.581403317
2016-03-06 19:48:00,1310,41.653249978,-87.604828177
2016-03-06 19:46:00,1811,41.880658696,-87.731311277
2016-03-06 19:45:00,2820,41.873995302,-87.750933208
2016-03-06 19:45:00,0520,41.824699763,-87.618231247
2016-03-06 19:38:00,0486,41.968538551,-87.697971014
2016-03-06 19:30:00,0820,41.954253807,-87.755949236
2016-03-06 19:30:00,0560,41.917517103,-87.694336497
2016-03-06 19:29:00,0460,41.771562545,-87.653075829
2016-03-06 19:25:00,2024,41.863708789,-87.710463951
2016-03-06 19:25:00,0860,41.963070794,-87.655984213
2016-03-06 19:21:00,2825,41.904728506,-87.759734893
2016-03-06 19:20:00,1365,41.773315666,-87.587978676
2016-03-06 19:20:00,1310,41.726864495,-87.599743987
2016-03-06 19:15:00,0890,41.923672617,-87.786301606
2016-03-06 19:15:00,0860,41.810693516,-87.683929054
2016-03-06 19:06:00,0520,41.70999539,-87.647777593
2016-03-06 19:05:00,1330,41.751452878,-87.624567581
2016-03-06 19:04:00,0560,41.784413398,-87.659481263
2016-03-06 19:03:00,1320,41.767725629,-87.690663871
2016-03-06 19:00:00,0460,41.784358494,-87.659478171
2016-03-06 19:00:00,0890,41.897211487,-87.625823165
2016-03-06 19:00:00,0810,41.972586822,-87.73431868
2016-03-06 19:00:00,0810,41.972548062,-87.773395127
2016-03-06 19:00:00,0810,41.891710139,-87.645841619
2016-03-06 19:00:00,5000,41.938568095,-87.767017868
2016-03-06 19:00:00,1310,42.017232506,-87.677651491
2016-03-06 19:00:00,0620,41.970648177,-87.733031405
2016-03-06 19:00:00,0320,41.889532846,-87.616487616
2016-03-06 19:00:00,1320,41.97238521,-87.725719149
2016-03-06 19:00:00,0910,41.872791138,-87.726138285
2016-03-06 18:50:00,0486,41.794327752,-87.662164487
2016-03-06 18:50:00,0486,41.72064167,-87.535287578
2016-03-06 18:45:00,0890,41.946167292,-87.66266948
2016-03-06 18:44:00,1320,41.706389605,-87.534771707
2016-03-06 18:44:00,2027,41.867266762,-87.713770352
2016-03-06 18:38:00,0430,41.65642927,-87.547139336
2016-03-06 18:37:00,0460,41.74317925,-87.600148257
2016-03-06 18:37:00,1365,41.68074286,-87.629949249
2016-03-06 18:30:00,0560,41.900190488,-87.628299103
2016-03-06 18:30:00,0910,41.927177977,-87.751335366
2016-03-06 18:30:00,0910,41.934319795,-87.724603155
2016-03-06 18:30:00,0820,41.764121845,-87.690571544
2016-03-06 18:30:00,0820,41.962900789,-87.717396647
2016-03-06 18:25:00,041A,41.693424495,-87.629064166
2016-03-06 18:20:00,0460,41.903450628,-87.631433403
2016-03-06 18:20:00,4255,41.801780906,-87.703794846
2016-03-06 18:19:00,1310,41.750574116,-87.625808585
2016-03-06 18:15:00,0890,41.893298918,-87.626384218
2016-03-06 18:15:00,0810,41.939304286,-87.650149188
2016-03-06 18:15:00,0520,41.985947341,-87.689522063
2016-03-06 18:15:00,1320,41.750323974,-87.658588247
2016-03-06 18:14:00,0460,42.015478637,-87.680480927
2016-03-06 18:13:00,0470,41.768459991,-87.628247735
2016-03-06 18:10:00,0460,41.881348623,-87.674525788
2016-03-06 18:01:00,0860,41.79946087,-87.596121972
2016-03-06 18:00:00,0860,41.872361865,-87.666555143
2016-03-06 18:00:00,0460,41.801512193,-87.650507242
2016-03-06 18:00:00,1310,41.815746485,-87.607930921
2016-03-06 18:00:00,0650,41.807990364,-87.660088877
2016-03-06 18:00:00,0820,41.894208531,-87.724826252
2016-03-06 18:00:00,0820,41.766655655,-87.638388243
2016-03-06 18:00:00,0890,41.893298918,-87.626384218
2016-03-06 18:00:00,0486,41.744407735,-87.665718719
2016-03-06 18:00:00,0810,41.707243226,-87.720212932
2016-03-06 18:00:00,1365,41.846416501,-87.698307294
2016-03-06 18:00:00,1320,41.841644999,-87.629239428
2016-03-06 18:00:00,502R,41.899764716,-87.737211034
2016-03-06 18:00:00,0820,41.6894341,-87.632633448
2016-03-06 18:00:00,1310,41.935508033,-87.773682488
2016-03-06 17:50:00,2890,41.881348623,-87.674525788
2016-03-06 17:50:00,0320,41.88805989,-87.750452913
2016-03-06 17:49:00,1811,41.863865861,-87.723884207
2016-03-06 17:45:00,0460,41.742158034,-87.568523068
2016-03-06 17:40:00,0810,41.891392977,-87.662276842
2016-03-06 17:40:00,0580,41.750859245,-87.62978533
2016-03-06 17:40:00,0486,41.859976001,-87.716454446
2016-03-06 17:40:00,5111,41.784423239,-87.654626549
2016-03-06 17:30:00,0560,41.979519161,-87.68978542
2016-03-06 17:30:00,1310,41.797568234,-87.624166036
2016-03-06 17:20:00,1330,41.99231427,-87.707960942
2016-03-06 17:14:00,0560,41.866438916,-87.70234588
2016-03-06 17:05:00,1220,41.806145915,-87.684356439
2016-03-06 17:00:00,0930,41.879494016,-87.745933342
2016-03-06 17:00:00,0810,41.71286756,-87.66576318
2016-03-06 17:00:00,1320,41.976743303,-87.69740034
2016-03-06 17:00:00,1310,41.656803637,-87.59746207
2016-03-06 17:00:00,1310,41.828401884,-87.6877458
2016-03-06 17:00:00,0460,41.846987151,-87.725152831
2016-03-06 17:00:00,0910,41.853212209,-87.693035232
2016-03-06 17:00:00,1345,41.779520772,-87.660962362
2016-03-06 17:00:00,0910,41.872709787,-87.711955388
2016-03-06 16:59:00,5111,41.741796417,-87.580670487
2016-03-06 16:55:00,1811,41.750185415,-87.644029945
2016-03-06 16:55:00,0486,41.861538108,-87.720158188
2016-03-06 16:51:00,0460,41.861793475,-87.707971544
2016-03-06 16:45:00,0860,41.852198325,-87.674377204
2016-03-06 16:44:00,0860,41.699184632,-87.642593834
2016-03-06 16:42:00,1310,41.749484045,-87.560132071
2016-03-06 16:40:00,4625,41.837906806,-87.704842727
2016-03-06 16:37:00,1310,41.909526576,-87.753949818
2016-03-06 16:31:00,0486,41.769558443,-87.656663804
2016-03-06 16:30:00,0820,41.799023412,-87.602820085
2016-03-06 16:30:00,1320,42.009258281,-87.709222657
2016-03-06 16:30:00,1320,41.704108325,-87.650923585
2016-03-06 16:30:00,2820,41.75004881,-87.690528719
2016-03-06 16:30:00,0890,41.883583662,-87.715731653
2016-03-06 16:30:00,0486,41.905483409,-87.64812943
2016-03-06 16:30:00,0910,41.894272651,-87.726052394
2016-03-06 16:29:00,0560,41.880743528,-87.724498676
2016-03-06 16:27:00,0486,41.691041578,-87.53649199
2016-03-06 16:26:00,0430,41.867654892,-87.695934706
2016-03-06 16:25:00,0430,41.791740615,-87.654813389
2016-03-06 16:20:00,1320,41.769213303,-87.688262612
2016-03-06 16:17:00,051A,41.873850926,-87.762625338
2016-03-06 16:16:00,0860,41.844580682,-87.701808336
2016-03-06 16:15:00,2820,41.822718601,-87.698101248
2016-03-06 16:13:00,4625,41.752371927,-87.621413075
2016-03-06 16:10:00,0320,41.776669214,-87.684789348
2016-03-06 16:10:00,0486,41.830470168,-87.668347692
2016-03-06 16:10:00,0460,41.877302892,-87.745160269
2016-03-06 16:00:00,1320,41.969755339,-87.755846041
2016-03-06 16:00:00,2093,41.875469545,-87.709248221
2016-03-06 16:00:00,0610,41.748104701,-87.647610487
2016-03-06 16:00:00,0460,41.799545853,-87.588874056
2016-03-06 16:00:00,0610,41.800721652,-87.651399515
2016-03-06 16:00:00,0486,41.752744682,-87.582118465
2016-03-06 15:57:00,502R,41.751476233,-87.56501525
2016-03-06 15:55:00,3731,41.87167237,-87.721651148
2016-03-06 15:50:00,0486,41.969511444,-87.774208648
2016-03-06 15:39:00,1812,41.878840427,-87.639582928
2016-03-06 15:34:00,0420,41.86982616,-87.723842281
2016-03-06 15:30:00,1365,41.736742624,-87.69365484
2016-03-06 15:30:00,0860,41.932484964,-87.713007292
2016-03-06 15:30:00,0890,41.910352215,-87.685087464
2016-03-06 15:30:00,0890,41.881631341,-87.632355275
2016-03-06 15:27:00,0890,41.933436218,-87.645397373
2016-03-06 15:26:00,0860,41.903141995,-87.63077557
2016-03-06 15:25:00,0810,41.938020384,-87.637420246
2016-03-06 15:10:00,0460,41.853203765,-87.724796627
2016-03-06 15:07:00,0820,41.979008329,-87.692655547
2016-03-06 15:03:00,1320,41.777150794,-87.653222084
2016-03-06 15:00:00,1121,41.88216178,-87.633836721
2016-03-06 15:00:00,1156,42.001980221,-87.704610301
2016-03-06 15:00:00,0486,41.765188879,-87.581936662
2016-03-06 15:00:00,0890,41.963798744,-87.714446481
2016-03-06 15:00:00,0810,41.799864776,-87.706190146
2016-03-06 15:00:00,1780,41.654952732,-87.544723884
2016-03-06 15:00:00,1320,41.750787568,-87.600321878
2016-03-06 15:00:00,2825,41.898283401,-87.723729705
2016-03-06 15:00:00,2826,41.756669415,-87.561475193
2016-03-06 15:00:00,0486,41.974102484,-87.845199332
2016-03-06 15:00:00,0870,41.8857505,-87.628329355
2016-03-06 15:00:00,1330,41.731144695,-87.66292886
2016-03-06 15:00:00,2820,41.884576163,-87.734733858
2016-03-06 15:00:00,0810,41.924902436,-87.766025313
2016-03-06 15:00:00,0460,41.946219675,-87.739454503
2016-03-06 15:00:00,0910,41.702488588,-87.636648065
2016-03-06 15:00:00,1121,41.876351148,-87.666880865
2016-03-06 14:58:00,051A,41.855870302,-87.658805093
2016-03-06 14:57:00,143A,41.923246317,-87.758580605
2016-03-06 14:56:00,0850,41.736277427,-87.62510451
2016-03-06 14:54:00,0460,41.923976215,-87.766294416
2016-03-06 14:53:00,0890,41.909842245,-87.729464756
2016-03-06 14:50:00,0560,41.910299712,-87.688923466
2016-03-06 14:35:00,0820,41.722013357,-87.575344529
2016-03-06 14:33:00,4387,41.867293057,-87.711526897
2016-03-06 14:30:00,1210,41.755883027,-87.741575326
2016-03-06 14:25:00,2825,41.733226831,-87.664204163
2016-03-06 14:25:00,2024,41.87460668,-87.690626011
2016-03-06 14:20:00,1310,41.989453638,-87.690851408
2016-03-06 14:20:00,1310,41.746760155,-87.660168311
2016-03-06 14:20:00,0486,41.795683196,-87.733035001
2016-03-06 14:15:00,4386,41.83360445,-87.643737405
2016-03-06 14:11:00,2820,41.911124622,-87.637932903
2016-03-06 14:05:00,2024,41.867809872,-87.697159411
2016-03-06 14:00:00,0620,41.867293057,-87.711526897
2016-03-06 14:00:00,0820,41.883570723,-87.747838647
2016-03-06 14:00:00,0890,41.923672617,-87.786301606
2016-03-06 14:00:00,4255,41.791852481,-87.652384624
2016-03-06 14:00:00,0560,41.964007642,-87.654771942
2016-03-06 14:00:00,2825,41.744695367,-87.548815375
2016-03-06 14:00:00,0810,41.917245201,-87.719959563
2016-03-06 14:00:00,1340,41.958902502,-87.786783523
2016-03-06 14:00:00,0890,41.791711926,-87.631762686
2016-03-06 13:55:00,0810,41.883541976,-87.624413274
2016-03-06 13:52:00,143A,41.735931109,-87.653642482
2016-03-06 13:50:00,0810,41.879235852,-87.624347038
2016-03-06 13:44:00,1310,41.895742465,-87.755624423
2016-03-06 13:40:00,0890,41.808588965,-87.666736367
2016-03-06 13:40:00,0860,41.953436358,-87.746273229
2016-03-06 13:40:00,2024,41.844137442,-87.732754778
2016-03-06 13:40:00,0610,41.947257931,-87.678563853
2016-03-06 13:40:00,0486,41.765188879,-87.581936662
2016-03-06 13:35:00,0880,42.006316581,-87.686921476
2016-03-06 13:30:00,0890,41.925246375,-87.661433463
2016-03-06 13:30:00,2825,41.998185842,-87.70576603
2016-03-06 13:30:00,0610,41.97402897,-87.69290036
2016-03-06 13:30:00,0890,41.925246375,-87.661433463
2016-03-06 13:30:00,0860,41.756640447,-87.663590843
2016-03-06 13:30:00,0860,41.946648338,-87.702015041
2016-03-06 13:30:00,1130,41.946383226,-87.643534204
2016-03-06 13:30:00,0460,41.880129791,-87.772094898
2016-03-06 13:30:00,2825,41.828312991,-87.626497936
2016-03-06 13:30:00,0820,41.910311681,-87.765537321
2016-03-06 13:25:00,0460,41.8991433,-87.774062565
2016-03-06 13:23:00,0486,41.911197719,-87.766021769
2016-03-06 13:15:00,2825,41.773230103,-87.684699351
2016-03-06 13:15:00,1320,41.680460112,-87.644434114
2016-03-06 13:14:00,0330,41.965720818,-87.836684841
2016-03-06 13:10:00,0460,41.779076327,-87.696134362
2016-03-06 13:10:00,0486,41.925926985,-87.670411006
2016-03-06 13:10:00,1320,41.891710139,-87.645841619
2016-03-06 13:05:00,0860,41.765558228,-87.622733535
2016-03-06 13:02:00,1811,41.758090343,-87.633807628
2016-03-06 13:00:00,0430,41.854844358,-87.681691336
2016-03-06 13:00:00,0560,41.694021695,-87.655354427
2016-03-06 13:00:00,0910,41.733315864,-87.656912443
2016-03-06 12:57:00,0810,41.861359279,-87.694400341
2016-03-06 12:55:00,0460,41.837841623,-87.661335701
2016-03-06 12:50:00,0460,41.946053813,-87.752630394
2016-03-06 12:50:00,1320,41.890993551,-87.705185688
2016-03-06 12:49:00,1812,41.697335939,-87.6612735
2016-03-06 12:46:00,1811,41.858355965,-87.722442489
2016-03-06 12:45:00,0610,41.769044585,-87.589523743
2016-03-06 12:45:00,1310,41.849016162,-87.703944879
2016-03-06 12:45:00,2820,41.885042394,-87.725794609
2016-03-06 12:45:00,0810,41.908162797,-87.736291631
2016-03-06 12:45:00,1310,41.876068008,-87.686961539
2016-03-06 12:43:00,502P,41.93130427,-87.764270724
2016-03-06 12:35:00,0890,41.881623795,-87.626200793
2016-03-06 12:33:00,1152,41.927138982,-87.641411745
2016-03-06 12:30:00,0486,41.874938406,-87.748053297
2016-03-06 12:30:00,0820,41.709356065,-87.564528171
2016-03-06 12:25:00,1310,41.976814727,-87.659880317
2016-03-06 12:20:00,1811,41.878590393,-87.74578372
2016-03-06 12:20:00,1320,41.699675941,-87.639417454
2016-03-06 12:20:00,1811,41.789864285,-87.653549749
2016-03-06 12:17:00,1330,41.694983911,-87.681257045
2016-03-06 12:15:00,2826,42.015855375,-87.813910122
2016-03-06 12:15:00,0520,41.968938298,-87.719493324
2016-03-06 12:15:00,0497,41.654061474,-87.616480956
2016-03-06 12:13:00,2024,41.721663188,-87.585143632
2016-03-06 12:10:00,0460,41.779234929,-87.68524012
2016-03-06 12:10:00,0860,41.653018135,-87.547151545
2016-03-06 12:10:00,1821,41.897717521,-87.7489583
2016-03-06 12:07:00,0460,41.887240863,-87.763879696
2016-03-06 12:05:00,0890,41.772391355,-87.583839542
2016-03-06 12:05:00,1811,41.852991574,-87.682102891
2016-03-06 12:01:00,0560,41.909347118,-87.768047709
2016-03-06 12:00:00,0460,41.86640116,-87.705973505
2016-03-06 12:00:00,0486,41.755036927,-87.649010013
2016-03-06 12:00:00,1780,41.691854786,-87.538601876
2016-03-06 12:00:00,0486,41.747708205,-87.561315035
2016-03-06 12:00:00,0560,41.729974524,-87.559278008
2016-03-06 12:00:00,0910,41.892376532,-87.719885364
2016-03-06 12:00:00,0560,41.759535438,-87.606651098
2016-03-06 12:00:00,0610,41.783080689,-87.615694654
2016-03-06 12:00:00,1340,41.886560206,-87.716062887
2016-03-06 12:00:00,1310,41.801484521,-87.752771249
2016-03-06 12:00:00,0486,41.902580126,-87.731913541
2016-03-06 12:00:00,4387,41.88174034,-87.751083213
2016-03-06 12:00:00,1330,41.685240379,-87.629427999
2016-03-06 11:58:00,1811,41.701593771,-87.631659213
2016-03-06 11:49:00,1150,41.882470918,-87.627847625
2016-03-06 11:47:00,0560,41.995939349,-87.688126446
2016-03-06 11:35:00,0497,41.746760155,-87.660168311
2016-03-06 11:35:00,1121,41.892605313,-87.619839586
2016-03-06 11:33:00,2826,41.80171934,-87.630703621
2016-03-06 11:31:00,2826,41.69006147,-87.618201285
2016-03-06 11:30:00,0460,41.898874145,-87.734824409
2016-03-06 11:30:00,1320,41.673746171,-87.619048093
2016-03-06 11:30:00,2024,41.899529208,-87.720107093
2016-03-06 11:30:00,0820,41.764708006,-87.563193271
2016-03-06 11:28:00,2826,41.765350628,-87.63497505
2016-03-06 11:21:00,1220,41.682433781,-87.662611037
2016-03-06 11:15:00,0460,41.987038939,-87.794344469
2016-03-06 11:13:00,0320,41.90222836,-87.757512844
2016-03-06 11:10:00,1320,41.89006153,-87.751749531
2016-03-06 11:10:00,1310,41.686281994,-87.630123226
2016-03-06 11:10:00,0460,41.904370109,-87.631460067
2016-03-06 11:09:00,2024,41.883129075,-87.745723779
2016-03-06 11:05:00,2092,41.896819218,-87.747159347
2016-03-06 11:05:00,502R,41.748835188,-87.614907186
2016-03-06 11:00:00,2820,41.944983502,-87.765233462
2016-03-06 11:00:00,1120,41.959891679,-87.767222504
2016-03-06 11:00:00,0610,41.675396005,-87.633400685
2016-03-06 11:00:00,0610,41.733087643,-87.551330717
2016-03-06 10:53:00,4387,41.951752736,-87.759563463
2016-03-06 10:53:00,143A,41.79961669,-87.617725347
2016-03-06 10:45:00,2820,41.884534571,-87.738347838
2016-03-06 10:41:00,2014,41.872559006,-87.723761244
2016-03-06 10:40:00,1310,41.774213961,-87.590237553
2016-03-06 10:36:00,0910,41.814322906,-87.622972448
2016-03-06 10:30:00,0910,41.857103747,-87.719198426
2016-03-06 10:30:00,0930,41.705018641,-87.651250873
2016-03-06 10:30:00,0560,41.944392097,-87.78873066
2016-03-06 10:30:00,0530,41.824933076,-87.623104662
2016-03-06 10:30:00,0486,41.882904681,-87.773311839
2016-03-06 10:25:00,2024,41.894043399,-87.746887224
2016-03-06 10:25:00,031A,41.902582485,-87.731840051
2016-03-06 10:12:00,051A,41.923656257,-87.788054529
2016-03-06 10:10:00,0497,41.775834643,-87.615515144
2016-03-06 10:00:00,0890,41.883659738,-87.632421239
2016-03-06 10:00:00,2820,41.73821543,-87.622078744
2016-03-06 10:00:00,1780,41.918984377,-87.779206104
2016-03-06 10:00:00,1152,41.886039903,-87.624521539
2016-03-06 10:00:00,0486,41.953972167,-87.77558341
2016-03-06 09:54:00,1345,41.788754427,-87.651500693
2016-03-06 09:45:00,0486,41.775248297,-87.778722016
2016-03-06 09:45:00,0460,41.765350628,-87.63497505
2016-03-06 09:43:00,0560,41.736742624,-87.69365484
2016-03-06 09:40:00,0560,41.736013594,-87.586893299
2016-03-06 09:35:00,1330,41.729291174,-87.631940381
2016-03-06 09:30:00,0820,41.922450447,-87.635737508
2016-03-06 09:30:00,1310,41.884751129,-87.752778215
2016-03-06 09:30:00,0486,41.82861893,-87.620495522
2016-03-06 09:30:00,2093,41.884470703,-87.633102775
2016-03-06 09:24:00,3731,41.786713782,-87.66712436
2016-03-06 09:15:00,0910,41.866147972,-87.726784885
2016-03-06 09:13:00,2014,41.876076555,-87.73355373
2016-03-06 09:11:00,1320,41.982547793,-87.670802328
2016-03-06 09:10:00,1310,41.876881895,-87.703546693
2016-03-06 09:00:00,1156,41.947249932,-87.653578558
2016-03-06 08:55:00,0486,41.865470783,-87.773383242
2016-03-06 08:45:00,2014,41.877344716,-87.703872623
2016-03-06 08:45:00,1320,41.665788107,-87.617368338
2016-03-06 08:40:00,4387,41.894945698,-87.754893341
2016-03-06 08:30:00,2820,41.894214733,-87.722376367
2016-03-06 08:30:00,0910,41.782434533,-87.714052373
2016-03-06 08:25:00,0460,41.881756669,-87.686445186
2016-03-06 08:16:00,0312,42.0140069,-87.704410908
2016-03-06 08:10:00,0890,41.720304651,-87.665286947
2016-03-06 08:05:00,0580,41.867907932,-87.731126198
2016-03-06 08:00:00,0486,41.827690287,-87.667884803
2016-03-06 08:00:00,1780,41.772678343,-87.692003832
2016-03-06 07:56:00,0486,41.780595495,-87.68367553
2016-03-06 07:55:00,1350,41.979006297,-87.906463155
2016-03-06 07:22:00,0910,41.960490312,-87.713121792
2016-03-06 07:20:00,0486,41.848861106,-87.7173577
2016-03-06 07:05:00,1153,41.894782381,-87.634712752
2016-03-06 07:05:00,0312,41.973443286,-87.668557837
2016-03-06 07:00:00,1320,41.774406282,-87.703736332
2016-03-06 07:00:00,0890,41.874948052,-87.6568898
2016-03-06 07:00:00,0460,41.965387049,-87.658338686
2016-03-06 06:55:00,0486,41.755654754,-87.611400713
2016-03-06 06:50:00,0312,41.883170969,-87.76329155
2016-03-06 06:50:00,0560,41.963831478,-87.708331482
2016-03-06 06:45:00,2826,41.803631815,-87.590528578
2016-03-06 06:45:00,0486,41.757279376,-87.5992731
2016-03-06 06:40:00,0326,41.769817715,-87.672445985
2016-03-06 06:30:00,0910,41.779897408,-87.635759494
2016-03-06 06:30:00,1320,41.759296972,-87.641824959
2016-03-06 06:30:00,0486,41.77682154,-87.659285777
2016-03-06 06:15:00,0915,41.836655383,-87.658405088
2016-03-06 06:00:00,0820,41.976290414,-87.905227221
2016-03-06 06:00:00,0810,41.789504217,-87.786589381
2016-03-06 06:00:00,1320,41.969320402,-87.71705534
2016-03-06 05:55:00,1320,41.792387575,-87.726817041
2016-03-06 05:52:00,0330,41.885729587,-87.625821329
2016-03-06 05:50:00,0486,41.883190208,-87.764958591
2016-03-06 05:43:00,1320,41.890044485,-87.756531498
2016-03-06 05:40:00,0486,41.883146447,-87.743758955
2016-03-06 05:40:00,0486,41.744368256,-87.645074213
2016-03-06 05:33:00,0820,41.717973438,-87.573223605
2016-03-06 05:30:00,0460,41.794661907,-87.696269721
2016-03-06 05:30:00,0910,41.751166262,-87.612026371
2016-03-06 05:25:00,0460,41.876512415,-87.74513447
