Date,IUCR,Latitude,Longitude
2016-02-18 21:00:00,0820,41.968208915,-87.653363136
2016-02-18 21:00:00,2826,41.753594319,-87.657040405
2016-02-18 21:00:00,0320,41.969046206,-87.658064717
2016-02-18 20:55:00,0320,41.834273532,-87.619397991
2016-02-18 20:55:00,1811,41.894945606,-87.754874977
2016-02-18 20:50:00,0460,41.975606477,-87.651839165
2016-02-18 20:50:00,0620,41.946108235,-87.748215165
2016-02-18 20:46:00,1310,41.83786051,-87.659874973
2016-02-18 20:30:00,0486,41.844510467,-87.705519454
2016-02-18 20:30:00,0560,41.880108035,-87.647309981
2016-02-18 20:30:00,1320,41.928535175,-87.769800298
2016-02-18 20:30:00,2092,41.895513392,-87.710742689
2016-02-18 20:30:00,1320,41.924753455,-87.77088453
2016-02-18 20:29:00,2028,41.744449336,-87.552581647
2016-02-18 20:25:00,0560,41.794214064,-87.62986147
2016-02-18 20:20:00,2017,41.892839763,-87.772934907
2016-02-18 20:15:00,051A,41.705953595,-87.648798329
2016-02-18 20:15:00,0820,41.841854646,-87.615669513
2016-02-18 20:11:00,1310,41.74988312,-87.633068527
2016-02-18 20:10:00,0860,41.883500187,-87.627876698
2016-02-18 20:08:00,1320,41.695280631,-87.63642561
2016-02-18 20:08:00,2027,41.791803761,-87.66088535
2016-02-18 20:05:00,1320,41.803734907,-87.724685448
2016-02-18 20:04:00,0460,41.908560535,-87.677409143
2016-02-18 20:04:00,5111,41.733238174,-87.554098649
2016-02-18 20:00:00,0810,41.808500903,-87.616562762
2016-02-18 20:00:00,0486,41.956402325,-87.703205547
2016-02-18 20:00:00,0580,41.909836768,-87.640977759
2016-02-18 20:00:00,0810,41.94068353,-87.744578164
2016-02-18 20:00:00,1320,41.999885929,-87.707033287
2016-02-18 20:00:00,1320,41.896133693,-87.625489799
2016-02-18 20:00:00,0810,41.939012917,-87.766514067
2016-02-18 20:00:00,0810,41.679922534,-87.617541147
2016-02-18 20:00:00,1320,41.900909501,-87.770469368
2016-02-18 20:00:00,0890,41.76463904,-87.643013869
2016-02-18 20:00:00,3970,41.954383796,-87.722728496
2016-02-18 20:00:00,0560,41.764209513,-87.683228721
2016-02-18 20:00:00,0810,41.884470215,-87.650337065
2016-02-18 20:00:00,0870,41.77767637,-87.742269586
2016-02-18 20:00:00,0810,41.958136502,-87.681548173
2016-02-18 20:00:00,0860,41.885495793,-87.618644375
2016-02-18 20:00:00,0620,41.806038872,-87.660035952
2016-02-18 20:00:00,0313,41.852277967,-87.727205912
2016-02-18 20:00:00,041A,41.879631751,-87.736454469
2016-02-18 20:00:00,1150,41.77767637,-87.742269586
2016-02-18 20:00:00,0810,41.868541914,-87.639235361
2016-02-18 19:55:00,0486,41.797830427,-87.646083116
2016-02-18 19:45:00,0486,41.956391,-87.705646834
2016-02-18 19:45:00,1320,41.935070315,-87.67943093
2016-02-18 19:45:00,0820,41.882915128,-87.661186767
2016-02-18 19:45:00,2093,41.971624931,-87.651425618
2016-02-18 19:45:00,0820,41.914360623,-87.710203168
2016-02-18 19:45:00,0460,41.747439439,-87.55645545
2016-02-18 19:45:00,0820,41.886663543,-87.65787531
2016-02-18 19:42:00,0860,41.880354393,-87.627731367
2016-02-18 19:40:00,1130,41.908060286,-87.765865863
2016-02-18 19:40:00,0460,42.005703817,-87.681923822
2016-02-18 19:40:00,502R,41.65685141,-87.607565057
2016-02-18 19:40:00,1365,41.881217483,-87.730589961
2016-02-18 19:40:00,4387,41.88208211,-87.687220411
2016-02-18 19:36:00,0460,41.785311089,-87.612076444
2016-02-18 19:33:00,3731,41.883320567,-87.729211452
2016-02-18 19:30:00,0460,41.899485403,-87.641868307
2016-02-18 19:30:00,1320,41.896133693,-87.625489799
2016-02-18 19:30:00,0486,41.745005031,-87.724848359
2016-02-18 19:30:00,0820,41.939300241,-87.711739358
2016-02-18 19:30:00,0860,41.897895128,-87.624096605
2016-02-18 19:30:00,1320,41.909509901,-87.754996996
2016-02-18 19:24:00,0486,41.755613227,-87.634420924
2016-02-18 19:20:00,0497,41.778980114,-87.615597389
2016-02-18 19:15:00,0810,41.879618828,-87.627713755
2016-02-18 19:15:00,1812,41.755923803,-87.65743376
2016-02-18 19:15:00,0460,41.947522619,-87.664026407
2016-02-18 19:11:00,1310,41.937681587,-87.721527956
2016-02-18 19:10:00,1811,41.909522237,-87.754177631
2016-02-18 19:10:00,0481,41.947254702,-87.653457201
2016-02-18 19:09:00,0486,41.83605962,-87.723109598
2016-02-18 19:09:00,0312,41.897982937,-87.624095634
2016-02-18 19:05:00,1310,41.897029734,-87.735297091
2016-02-18 19:03:00,1811,41.81522005,-87.668787935
2016-02-18 19:00:00,0281,41.960259827,-87.783687174
2016-02-18 19:00:00,0810,41.83442931,-87.629072664
2016-02-18 19:00:00,031A,41.729681796,-87.656811355
2016-02-18 19:00:00,0910,41.934322637,-87.706263863
2016-02-18 19:00:00,0486,41.95239946,-87.753374219
2016-02-18 19:00:00,0820,41.970900087,-87.73925472
2016-02-18 19:00:00,0860,41.97551745,-87.729569215
2016-02-18 19:00:00,0810,41.895877613,-87.706566627
2016-02-18 19:00:00,0820,42.014907434,-87.671305577
2016-02-18 19:00:00,0810,41.865072791,-87.666968639
2016-02-18 19:00:00,2027,41.858462162,-87.717662024
2016-02-18 19:00:00,0910,41.930928252,-87.655126331
2016-02-18 18:55:00,1320,41.687761513,-87.641024599
2016-02-18 18:53:00,0560,41.680644978,-87.656611378
2016-02-18 18:50:00,0560,41.909740682,-87.676471266
2016-02-18 18:50:00,1310,41.790106855,-87.652340761
2016-02-18 18:45:00,1320,41.896133693,-87.625489799
2016-02-18 18:45:00,0810,41.890117125,-87.645157222
2016-02-18 18:45:00,0860,41.765997125,-87.66382344
2016-02-18 18:45:00,0820,41.680418426,-87.662437948
2016-02-18 18:43:00,2024,41.903117865,-87.759231358
2016-02-18 18:42:00,0313,41.89048216,-87.763395495
2016-02-18 18:41:00,1811,41.886755667,-87.765095923
2016-02-18 18:40:00,0486,41.877134658,-87.721881801
2016-02-18 18:40:00,0486,41.836385231,-87.66571041
2016-02-18 18:30:00,0910,41.912234285,-87.763099156
2016-02-18 18:30:00,0860,41.897895128,-87.624096605
2016-02-18 18:30:00,0486,41.750446169,-87.602733461
2016-02-18 18:30:00,0910,41.784906565,-87.632738878
2016-02-18 18:30:00,0560,41.830530933,-87.610277459
2016-02-18 18:30:00,1330,41.72187776,-87.614896187
2016-02-18 18:30:00,0486,41.750446169,-87.602733461
2016-02-18 18:25:00,0560,41.946212132,-87.646579678
2016-02-18 18:20:00,0610,41.742012829,-87.544209152
2016-02-18 18:20:00,0496,41.811753244,-87.666285387
2016-02-18 18:15:00,0530,41.881131494,-87.689466328
2016-02-18 18:15:00,2820,41.879187738,-87.74937318
2016-02-18 18:15:00,0810,41.943458311,-87.806209369
2016-02-18 18:14:00,0860,41.926287021,-87.785547998
2016-02-18 18:10:00,0560,41.830530933,-87.610277459
2016-02-18 18:10:00,0420,41.745066906,-87.60137267
2016-02-18 18:05:00,0460,41.677141624,-87.640684521
2016-02-18 18:05:00,1310,41.942125546,-87.819121907
2016-02-18 18:00:00,1750,41.653735843,-87.595381974
2016-02-18 18:00:00,1320,41.981393734,-87.790188224
2016-02-18 18:00:00,0890,41.925174426,-87.666508943
2016-02-18 18:00:00,0486,41.753598079,-87.562222975
2016-02-18 18:00:00,1310,41.975507622,-87.805529602
2016-02-18 18:00:00,0810,41.746691707,-87.664896201
2016-02-18 18:00:00,1320,41.896133693,-87.625489799
2016-02-18 18:00:00,0820,41.876189434,-87.711943714
2016-02-18 17:55:00,0460,41.88117946,-87.685308968
2016-02-18 17:55:00,1811,41.789280246,-87.620135797
2016-02-18 17:46:00,0810,41.770045917,-87.611411668
2016-02-18 17:45:00,0560,41.877427291,-87.696946533
2016-02-18 17:45:00,0820,41.884090949,-87.659532917
2016-02-18 17:43:00,0560,41.895422368,-87.720348395
2016-02-18 17:42:00,2825,41.782619583,-87.648504147
2016-02-18 17:40:00,1320,41.900580739,-87.62928659
2016-02-18 17:37:00,051A,41.907100729,-87.744787643
2016-02-18 17:35:00,0890,41.892017399,-87.624165306
2016-02-18 17:33:00,0860,41.909664252,-87.742728815
2016-02-18 17:33:00,0320,42.015981433,-87.671007406
2016-02-18 17:30:00,1821,41.878584357,-87.746213401
2016-02-18 17:30:00,0820,41.878630716,-87.636673298
2016-02-18 17:30:00,1320,41.922832047,-87.800716694
2016-02-18 17:30:00,0860,41.874363279,-87.643013039
2016-02-18 17:25:00,1812,41.784763209,-87.615738225
2016-02-18 17:23:00,2826,41.695803772,-87.612238867
2016-02-18 17:21:00,0460,41.851363164,-87.701565443
2016-02-18 17:20:00,1210,41.878638996,-87.627691486
2016-02-18 17:20:00,0560,41.900665603,-87.737360606
2016-02-18 17:15:00,0486,41.682707271,-87.682493906
2016-02-18 17:15:00,0460,41.957333828,-87.650622101
2016-02-18 17:15:00,041A,41.971627282,-87.651359401
2016-02-18 17:15:00,0486,41.877479257,-87.692473591
2016-02-18 17:10:00,0810,41.764978513,-87.629759392
2016-02-18 17:09:00,0860,41.728226861,-87.552855036
2016-02-18 17:08:00,0860,41.899610939,-87.696799784
2016-02-18 17:08:00,1811,41.881093979,-87.73058745
2016-02-18 17:02:00,0486,41.711700014,-87.644173905
2016-02-18 17:00:00,0870,41.880404956,-87.624356147
2016-02-18 17:00:00,1320,41.898490687,-87.662467003
2016-02-18 17:00:00,0860,41.9067658,-87.73625689
2016-02-18 17:00:00,0610,41.946057141,-87.65559458
2016-02-18 17:00:00,0890,41.885187593,-87.630961294
2016-02-18 17:00:00,0810,41.92161508,-87.664135552
2016-02-18 17:00:00,1320,41.699271976,-87.624489055
2016-02-18 17:00:00,1320,41.699271976,-87.624489055
2016-02-18 17:00:00,0820,41.908061019,-87.727339778
2016-02-18 17:00:00,0880,41.8074405,-87.703955849
2016-02-18 17:00:00,0910,41.952088358,-87.778151136
2016-02-18 17:00:00,1310,41.993022529,-87.704992754
2016-02-18 16:55:00,0560,41.878917763,-87.721758314
2016-02-18 16:52:00,1506,41.899031144,-87.725529798
2016-02-18 16:50:00,0820,41.925246375,-87.661433463
2016-02-18 16:44:00,1330,41.789938376,-87.653548966
2016-02-18 16:40:00,0890,41.896375946,-87.6242787
2016-02-18 16:39:00,502P,41.77962084,-87.653716607
2016-02-18 16:35:00,1320,41.737383824,-87.551124714
2016-02-18 16:30:00,051A,41.899122381,-87.753250466
2016-02-18 16:30:00,0820,41.903077492,-87.683673325
2016-02-18 16:30:00,0820,41.683719316,-87.625293119
2016-02-18 16:30:00,0890,41.866268589,-87.666376156
2016-02-18 16:30:00,0860,41.963070794,-87.655984213
2016-02-18 16:30:00,051A,41.990368238,-87.71041143
2016-02-18 16:30:00,0810,41.871371147,-87.627514417
2016-02-18 16:21:00,0486,41.899476558,-87.72620879
2016-02-18 16:20:00,0320,41.762978721,-87.654060862
2016-02-18 16:17:00,0486,41.754635641,-87.55088962
2016-02-18 16:15:00,0890,41.880731604,-87.628828854
2016-02-18 16:15:00,0470,41.750229101,-87.673438518
2016-02-18 16:14:00,0330,41.754919006,-87.606135109
2016-02-18 16:10:00,0486,41.685333917,-87.621889002
2016-02-18 16:10:00,0860,41.750897967,-87.627597074
2016-02-18 16:02:00,0520,41.829172913,-87.627101228
2016-02-18 16:00:00,1320,41.886804439,-87.64463456
2016-02-18 16:00:00,0820,41.814357969,-87.604476352
2016-02-18 16:00:00,2820,41.776386527,-87.689664535
2016-02-18 16:00:00,0810,41.787650639,-87.648633945
2016-02-18 16:00:00,1310,41.764681384,-87.630983249
2016-02-18 16:00:00,0890,41.780473172,-87.705605519
2016-02-18 16:00:00,0460,41.925524509,-87.707242978
2016-02-18 16:00:00,1320,41.758092261,-87.560036078
2016-02-18 16:00:00,1310,41.735124271,-87.669126961
2016-02-18 16:00:00,1310,41.883086129,-87.680361526
2016-02-18 16:00:00,0810,41.775529478,-87.745849106
2016-02-18 16:00:00,0910,41.767798232,-87.571448056
2016-02-18 15:50:00,1130,41.726353304,-87.622326821
2016-02-18 15:50:00,1811,41.872963554,-87.753663295
2016-02-18 15:50:00,0483,41.835947057,-87.734045986
2016-02-18 15:50:00,1310,41.885609556,-87.772553734
2016-02-18 15:50:00,0557,41.781142124,-87.675567181
2016-02-18 15:50:00,0320,41.73327429,-87.55133578
2016-02-18 15:47:00,502R,41.765747716,-87.573854926
2016-02-18 15:45:00,1350,41.890954095,-87.668918026
2016-02-18 15:43:00,2024,41.893684728,-87.710558441
2016-02-18 15:41:00,1320,41.920452478,-87.756349589
2016-02-18 15:35:00,0486,41.792763782,-87.76054721
2016-02-18 15:35:00,0454,41.735084271,-87.552764692
2016-02-18 15:35:00,0486,41.910074692,-87.77767771
2016-02-18 15:30:00,1150,41.897895128,-87.624096605
2016-02-18 15:30:00,0910,41.81168895,-87.704512175
2016-02-18 15:30:00,0460,41.843795034,-87.724533469
2016-02-18 15:30:00,0620,41.927493325,-87.658528837
2016-02-18 15:30:00,0860,41.744958807,-87.741213935
2016-02-18 15:30:00,0890,41.760364943,-87.672202118
2016-02-18 15:30:00,1320,41.968374092,-87.716115753
2016-02-18 15:30:00,0486,41.793200818,-87.660922087
2016-02-18 15:28:00,0620,41.793253229,-87.719808322
2016-02-18 15:25:00,0560,41.953142599,-87.769796812
2016-02-18 15:25:00,1320,41.885751762,-87.628534996
2016-02-18 15:25:00,0860,41.910835515,-87.653351515
2016-02-18 15:20:00,0520,41.917710432,-87.732693735
2016-02-18 15:17:00,4652,41.717717493,-87.614037807
2016-02-18 15:15:00,5011,41.8802818,-87.76229271
2016-02-18 15:12:00,0560,41.882539916,-87.745354609
2016-02-18 15:10:00,1811,41.786916557,-87.652561529
2016-02-18 15:10:00,0860,41.97551745,-87.729569215
2016-02-18 15:07:00,0860,41.864493678,-87.639158
2016-02-18 15:05:00,0545,41.798071266,-87.704913039
2016-02-18 15:04:00,0820,41.999558553,-87.689035376
2016-02-18 15:00:00,0810,41.896045929,-87.626835086
2016-02-18 15:00:00,4387,41.923588282,-87.698464949
2016-02-18 15:00:00,1130,41.77523419,-87.708604155
2016-02-18 15:00:00,0910,41.797030355,-87.683553581
2016-02-18 15:00:00,2826,41.881833712,-87.643112572
2016-02-18 14:51:00,1752,41.884772177,-87.746659866
2016-02-18 14:50:00,1811,41.784107579,-87.654615211
2016-02-18 14:45:00,0860,41.895140898,-87.624255632
2016-02-18 14:45:00,1755,41.739860331,-87.601274245
2016-02-18 14:42:00,143A,41.804295353,-87.663637606
2016-02-18 14:40:00,0860,41.900769272,-87.626918932
2016-02-18 14:35:00,1811,41.799826121,-87.720897227
2016-02-18 14:34:00,0470,41.979006297,-87.906463155
2016-02-18 14:30:00,2093,41.897819723,-87.765501067
2016-02-18 14:30:00,0910,41.738000689,-87.624187902
2016-02-18 14:30:00,0860,41.765997125,-87.66382344
2016-02-18 14:30:00,0560,41.879955866,-87.680040875
2016-02-18 14:30:00,0460,41.692041778,-87.665923635
2016-02-18 14:30:00,0860,41.879876814,-87.627718261
2016-02-18 14:30:00,0890,41.741239038,-87.634049179
2016-02-18 14:30:00,0460,41.946542477,-87.736084376
2016-02-18 14:29:00,1121,41.695058024,-87.681259958
2016-02-18 14:25:00,0860,42.019399237,-87.675049485
2016-02-18 14:20:00,0860,41.976851852,-87.654999693
2016-02-18 14:18:00,501A,41.887876165,-87.7488607
2016-02-18 14:15:00,1200,41.758536614,-87.586130225
2016-02-18 14:11:00,041A,41.806035591,-87.657607865
2016-02-18 14:10:00,0810,41.769417774,-87.569856281
2016-02-18 14:10:00,0460,41.88443273,-87.64178092
2016-02-18 14:05:00,0860,41.878222138,-87.627288482
2016-02-18 14:00:00,0820,41.921442128,-87.694969763
2016-02-18 14:00:00,0820,41.7540173,-87.56993254
2016-02-18 14:00:00,0870,41.883222953,-87.625635993
2016-02-18 14:00:00,1130,41.964999755,-87.770795423
2016-02-18 14:00:00,0860,41.882470918,-87.627847625
2016-02-18 14:00:00,0890,41.892215779,-87.680283239
2016-02-18 14:00:00,0820,41.906298955,-87.63005767
2016-02-18 14:00:00,0460,41.862871696,-87.713489726
2016-02-18 13:55:00,0860,41.90831752,-87.746073287
2016-02-18 13:51:00,0320,41.881854367,-87.724388981
2016-02-18 13:49:00,0320,41.989759395,-87.673158965
2016-02-18 13:47:00,141A,41.902938033,-87.695510436
2016-02-18 13:45:00,0620,41.737848657,-87.723963283
2016-02-18 13:30:00,0486,41.886349343,-87.763399177
2016-02-18 13:30:00,0340,41.772518277,-87.701749521
2016-02-18 13:30:00,2825,41.745246813,-87.605067996
2016-02-18 13:30:00,0460,41.852368074,-87.664340305
2016-02-18 13:30:00,1320,41.799030006,-87.585505972
2016-02-18 13:28:00,0496,41.736613778,-87.556952322
2016-02-18 13:26:00,1365,41.786204927,-87.651029033
2016-02-18 13:15:00,0460,41.934777814,-87.708714457
2016-02-18 13:08:00,0460,41.891931241,-87.631133494
2016-02-18 13:06:00,1811,41.863461379,-87.652374244
2016-02-18 13:01:00,2825,41.768096835,-87.663878589
2016-02-18 13:00:00,0890,41.868541914,-87.639235361
2016-02-18 13:00:00,0470,41.721303358,-87.655873595
2016-02-18 13:00:00,1365,41.907409704,-87.688375768
2016-02-18 13:00:00,0820,41.728961131,-87.57065789
2016-02-18 13:00:00,0486,41.961899554,-87.729352176
2016-02-18 13:00:00,0890,41.890389063,-87.626673392
2016-02-18 13:00:00,0870,41.851311967,-87.705240064
2016-02-18 13:00:00,0820,41.873732481,-87.702226415
2016-02-18 13:00:00,2820,41.891372662,-87.74677209
2016-02-18 13:00:00,0486,41.782891162,-87.588505764
2016-02-18 12:54:00,0486,41.670107447,-87.639248298
2016-02-18 12:53:00,2820,41.945787961,-87.774824005
2016-02-18 12:51:00,1310,41.795724666,-87.677380084
2016-02-18 12:45:00,0620,41.776785504,-87.60526122
2016-02-18 12:45:00,0820,42.017952469,-87.688971174
2016-02-18 12:45:00,1130,41.765723731,-87.614487873
2016-02-18 12:45:00,0320,41.868686912,-87.627455831
2016-02-18 12:45:00,1210,41.854864309,-87.724846958
2016-02-18 12:44:00,1151,41.736921495,-87.648506214
2016-02-18 12:42:00,0337,41.90215894,-87.764507548
2016-02-18 12:40:00,0545,41.897819723,-87.765501067
2016-02-18 12:40:00,0560,41.737094305,-87.572998178
2016-02-18 12:35:00,0460,41.746600212,-87.578771154
2016-02-18 12:35:00,0860,41.926404101,-87.792881805
2016-02-18 12:30:00,0560,41.977094683,-87.6598884
2016-02-18 12:30:00,0460,41.721303358,-87.655873595
2016-02-18 12:30:00,2017,41.888660665,-87.748791115
2016-02-18 12:30:00,1330,41.962361027,-87.654756322
2016-02-18 12:30:00,0820,41.997868381,-87.681786686
2016-02-18 12:27:00,0486,41.810713018,-87.593656375
2016-02-18 12:24:00,1330,41.756640447,-87.663590843
2016-02-18 12:20:00,0860,41.756640447,-87.663590843
2016-02-18 12:20:00,1320,41.866147972,-87.726784885
2016-02-18 12:15:00,1562,41.923237855,-87.70560443
2016-02-18 12:15:00,0454,41.737094305,-87.572998178
2016-02-18 12:10:00,0486,41.895538402,-87.708274205
2016-02-18 12:00:00,0486,41.726345069,-87.64577581
2016-02-18 12:00:00,0620,41.837270397,-87.645044808
2016-02-18 12:00:00,0820,41.911433116,-87.747859632
2016-02-18 12:00:00,0890,41.980938497,-87.806146774
2016-02-18 12:00:00,1750,41.891768851,-87.622137022
2016-02-18 12:00:00,1153,42.003364286,-87.810387739
2016-02-18 12:00:00,0910,41.933724898,-87.718022908
2016-02-18 12:00:00,1310,41.790597548,-87.617495642
2016-02-18 12:00:00,0810,41.755335045,-87.650223615
2016-02-18 12:00:00,1811,41.74621174,-87.635406033
2016-02-18 12:00:00,0820,41.65919033,-87.557678052
2016-02-18 11:49:00,1811,41.707740568,-87.623535404
2016-02-18 11:45:00,0910,41.909183208,-87.707854557
2016-02-18 11:45:00,0820,41.823085967,-87.619969884
2016-02-18 11:42:00,1365,41.901551235,-87.665887887
2016-02-18 11:40:00,1752,41.923161192,-87.736515606
2016-02-18 11:40:00,2825,41.868416567,-87.68736538
2016-02-18 11:33:00,0820,41.754095744,-87.656441428
2016-02-18 11:30:00,0460,41.756710512,-87.562691493
2016-02-18 11:30:00,1210,41.864493678,-87.639158
2016-02-18 11:30:00,0486,41.772514043,-87.709008144
2016-02-18 11:30:00,0810,41.969432048,-87.679204642
2016-02-18 11:30:00,0620,41.922678586,-87.644891949
2016-02-18 11:24:00,0530,41.763374287,-87.613997273
2016-02-18 11:20:00,0460,41.903125898,-87.632182661
2016-02-18 11:20:00,1154,41.952341966,-87.76326383
2016-02-18 11:20:00,4387,41.683467414,-87.679103585
2016-02-18 11:15:00,0810,41.781376177,-87.70562971
2016-02-18 11:15:00,0560,41.729756954,-87.65559428
2016-02-18 11:15:00,2825,41.736323457,-87.604813419
2016-02-18 11:10:00,0880,41.958502644,-87.648282345
2016-02-18 11:10:00,0860,41.695908161,-87.595822806
2016-02-18 11:05:00,0890,41.93872052,-87.755203594
2016-02-18 11:05:00,3731,41.903898049,-87.722684465
2016-02-18 11:00:00,2826,41.926110363,-87.761141912
2016-02-18 11:00:00,2826,41.770687913,-87.576421392
2016-02-18 11:00:00,1150,41.81039482,-87.745677369
2016-02-18 11:00:00,0610,41.795253419,-87.70954296
2016-02-18 11:00:00,1310,41.747732234,-87.718028547
2016-02-18 11:00:00,1310,41.788767211,-87.650418831
2016-02-18 11:00:00,1150,41.880237051,-87.765443776
2016-02-18 10:58:00,502R,41.765143255,-87.648393121
2016-02-18 10:45:00,0460,41.780328363,-87.717896689
2016-02-18 10:43:00,0915,41.874158475,-87.669246221
2016-02-18 10:38:00,0810,41.98287878,-87.791440835
2016-02-18 10:30:00,0810,41.909061187,-87.660541504
2016-02-18 10:30:00,2826,41.998425966,-87.688682591
2016-02-18 10:30:00,0610,41.864866536,-87.712938131
2016-02-18 10:30:00,0820,41.722362598,-87.58382047
2016-02-18 10:21:00,2826,41.875740168,-87.756274592
2016-02-18 10:15:00,0545,41.87851302,-87.766424778
2016-02-18 10:15:00,1153,41.780353674,-87.695865069
2016-02-18 10:15:00,2825,41.858281851,-87.646654964
2016-02-18 10:10:00,1811,41.847065023,-87.716086688
2016-02-18 10:09:00,0860,41.994758989,-87.7144777
2016-02-18 10:05:00,0486,41.787650639,-87.648633945
2016-02-18 10:00:00,1130,41.736224323,-87.644355117
2016-02-18 10:00:00,0890,41.972364558,-87.656304974
2016-02-18 10:00:00,1310,41.95892318,-87.656259765
2016-02-18 10:00:00,0820,41.792393462,-87.61592082
2016-02-18 10:00:00,0486,41.854681549,-87.710210178
2016-02-18 10:00:00,1154,42.001704045,-87.809183557
2016-02-18 10:00:00,0620,41.823343912,-87.69952225
2016-02-18 10:00:00,1330,41.748458232,-87.605159961
2016-02-18 09:48:00,0820,41.966788985,-87.773603675
2016-02-18 09:45:00,0545,41.873732481,-87.702226415
2016-02-18 09:45:00,0486,41.754473622,-87.562648619
2016-02-18 09:44:00,0560,41.748865373,-87.640830213
2016-02-18 09:40:00,0810,41.899430629,-87.656627801
2016-02-18 09:37:00,1330,41.969911966,-87.689341576
2016-02-18 09:35:00,0486,41.913395319,-87.763143932
2016-02-18 09:30:00,0820,41.946649207,-87.702173096
2016-02-18 09:30:00,0486,41.873760261,-87.699795456
2016-02-18 09:25:00,031A,41.734638029,-87.554136686
2016-02-18 09:17:00,143A,41.74836467,-87.641535527
2016-02-18 09:15:00,0870,41.983673036,-87.657174571
2016-02-18 09:15:00,0486,41.767132385,-87.58791829
2016-02-18 09:15:00,0460,41.908192789,-87.674051471
2016-02-18 09:15:00,0810,41.974861952,-87.890372151
2016-02-18 09:13:00,0486,41.866517317,-87.695178701
2016-02-18 09:11:00,0486,41.908459991,-87.690198381
2016-02-18 09:10:00,0110,41.89913742,-87.750800314
2016-02-18 09:10:00,1320,41.977123255,-87.803589163
2016-02-18 09:10:00,1320,41.977123136,-87.80356342
2016-02-18 09:00:00,1153,41.843650269,-87.70378828
2016-02-18 09:00:00,0610,41.698257029,-87.541346237
2016-02-18 09:00:00,0810,41.9318903,-87.718775553
2016-02-18 09:00:00,1310,41.946648858,-87.704610228
2016-02-18 09:00:00,0810,41.730855367,-87.567045186
2016-02-18 09:00:00,0890,41.935254604,-87.741210107
2016-02-18 09:00:00,0910,42.007021442,-87.675740055
2016-02-18 09:00:00,5000,41.734544705,-87.55413415
2016-02-18 09:00:00,1320,41.793570913,-87.700464742
2016-02-18 09:00:00,0820,41.698671797,-87.560752026
2016-02-18 09:00:00,1153,41.894006921,-87.751585188
2016-02-18 09:00:00,1130,41.901664595,-87.732113146
2016-02-18 09:00:00,1310,41.874191857,-87.738418071
2016-02-18 09:00:00,0810,41.823223523,-87.627577521
2016-02-18 09:00:00,1152,41.909896511,-87.725705945
2016-02-18 09:00:00,0820,41.909896511,-87.725705945
2016-02-18 09:00:00,1320,41.719238071,-87.639514729
2016-02-18 09:00:00,0620,41.96697039,-87.719434998
2016-02-18 09:00:00,0910,41.725400721,-87.594866522
2016-02-18 09:00:00,0460,41.976290414,-87.905227221
2016-02-18 09:00:00,0486,41.811364483,-87.605856502
2016-02-18 08:50:00,0330,42.009087258,-87.690171862
2016-02-18 08:50:00,0820,41.868541914,-87.639235361
2016-02-18 08:48:00,0560,41.775429728,-87.640753492
2016-02-18 08:40:00,1365,41.805322323,-87.603808532
2016-02-18 08:30:00,0610,41.761748046,-87.590879885
2016-02-18 08:30:00,0560,41.88285803,-87.766599362
2016-02-18 08:30:00,0810,41.74244433,-87.65473536
2016-02-18 08:30:00,051A,41.918095205,-87.722916561
2016-02-18 08:30:00,0497,41.701790203,-87.525750734
2016-02-18 08:30:00,2825,41.775189312,-87.711460485
2016-02-18 08:30:00,0610,41.691882505,-87.636319498
2016-02-18 08:21:00,0610,41.892383828,-87.712561735
2016-02-18 08:20:00,0460,41.80089936,-87.699189675
2016-02-18 08:15:00,0890,41.868541914,-87.639235361
2016-02-18 08:10:00,1540,41.891730605,-87.681830739
2016-02-18 08:01:00,0820,41.897395617,-87.63618656
2016-02-18 08:00:00,2820,41.830305393,-87.643662738
2016-02-18 08:00:00,0810,41.764681384,-87.630983249
2016-02-18 08:00:00,0820,41.917111207,-87.643629074
2016-02-18 08:00:00,143A,41.735949039,-87.652499167
2016-02-18 08:00:00,0460,41.971257344,-87.707332206
2016-02-18 08:00:00,4387,41.834131937,-87.721850935
2016-02-18 08:00:00,1320,41.800161131,-87.69275678
2016-02-18 08:00:00,0486,41.873733853,-87.701976724
2016-02-18 08:00:00,0915,41.800301773,-87.672052162
2016-02-18 08:00:00,0820,41.774505646,-87.605796586
2016-02-18 08:00:00,0610,41.833463732,-87.677820514
2016-02-18 08:00:00,0910,41.87302803,-87.727865409
2016-02-18 07:57:00,2826,41.691887912,-87.643583583
2016-02-18 07:57:00,0820,41.788353264,-87.615822861
2016-02-18 07:46:00,1811,41.786058787,-87.666804803
2016-02-18 07:44:00,0484,41.941752835,-87.732740144
2016-02-18 07:30:00,051A,41.76864327,-87.729819373
2016-02-18 07:30:00,0890,41.899448988,-87.683078314
2016-02-18 07:30:00,0486,41.665425575,-87.621299385
2016-02-18 07:30:00,0486,41.735675715,-87.645313581
2016-02-18 07:26:00,1150,41.764632089,-87.628311641
2016-02-18 07:15:00,1330,41.707095328,-87.628834415
2016-02-18 07:10:00,0910,41.774532523,-87.688399951
2016-02-18 07:10:00,0820,41.943717222,-87.694027165
2016-02-18 07:00:00,0890,41.892559086,-87.623450463
2016-02-18 07:00:00,0820,41.777309867,-87.640802922
2016-02-18 07:00:00,0560,41.671258607,-87.655091892
2016-02-18 07:00:00,0810,41.968928321,-87.748598405
2016-02-18 07:00:00,0497,41.964239134,-87.661001861
